attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Foreign Representative Office Id,Khóa đại diện cho văn phòng đại diện nước ngoài.,Surrogate Key,false,true,draft,,PK surrogate.,,
Foreign Representative Office Code,Mã định danh (tự động tăng). BK.,Text,false,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.ID,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=SCMS.CTCK_VP_DAI_DIEN_NN,
Parent Company Name,Tên công ty mẹ (công ty chứng khoán nước ngoài).,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.TEN_CONG_TY_ME,Tên pháp nhân nước ngoài — denormalized text.,,
Parent Company Address,Địa chỉ trụ sở công ty mẹ.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.DIA_CHI,,,
Parent Company License Number,Số giấy phép kinh doanh công ty mẹ.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.GIAY_PHEP_KINH_DOANH,,,
Parent Company License Date,Ngày cấp giấy phép kinh doanh công ty mẹ.,Date,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NGAY_CAP_GPKD,,,
Parent Company License Issuer,Nơi cấp giấy phép kinh doanh công ty mẹ.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NOI_CAP_GPKD,,,
Office Name,Tên văn phòng đại diện tại Việt Nam.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.TEN_VAN_PHONG_DAI_DIEN,,,
Office Address,Địa chỉ văn phòng đại diện tại Việt Nam.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.DIA_CHI_VAN_PHONG,,,
Office License Number,Số giấy phép hoạt động văn phòng đại diện tại VN.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.GIAY_PHEP_KINH_DOANH_VP,,,
Office License Date,Ngày cấp giấy phép văn phòng đại diện.,Date,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NGAY_CAP_GPKD_VP,,,
Office License Issuer,Nơi cấp giấy phép văn phòng đại diện.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NOI_CAP_GPKD_VP,,,
Representative Name,Trưởng văn phòng đại diện.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.TRUONG_DAI_DIEN,Denormalized — tên cá nhân đảm nhận chức vụ.,,
Nationality Id,FK đến quốc tịch trưởng đại diện.,Surrogate Key,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.QUOC_TICH_ID,FK target: Geographic Area.Geographic Area Id. Lookup: DM_QUOC_TICH.,,
Nationality Code,Mã quốc tịch trưởng đại diện.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.QUOC_TICH_ID,FK target: Geographic Area.Geographic Area Code. Pair with Nationality Id.,,
Note,Ghi chú.,Text,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.GHI_CHU,,,
Foreign Representative Office Status Code,Trạng thái hoạt động.,Classification Value,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.TRANG_THAI,Scheme: SCMS_COMPANY_STATUS.,,
Created Timestamp,Ngày tạo.,Timestamp,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NGAY_TAO,,,
Updated Timestamp,Ngày cập nhật.,Timestamp,true,false,draft,SCMS.CTCK_VP_DAI_DIEN_NN.NGAY_CAP_NHAT,,,
