attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Securities Company Administrative Penalty Id,Khóa đại diện cho quyết định xử lý hành chính.,Surrogate Key,false,true,draft,,PK surrogate.,,
Securities Company Administrative Penalty Code,Mã định danh (tự động tăng). BK.,Text,false,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.ID,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=SCMS.CTCK_XU_LY_HANH_CHINH,
Securities Company Id,FK đến công ty chứng khoán bị xử lý.,Surrogate Key,false,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Id.,,
Securities Company Code,Mã công ty chứng khoán.,Text,false,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.CTCK_THONG_TIN_ID,FK target: Securities Company.Securities Company Code. Pair with Securities Company Id.,,
Penalty Form Code,Hình thức xử lý hành chính.,Classification Value,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.HINH_THUC,Scheme: SCMS_PENALTY_FORM.,,
Content,Nội dung quyết định xử lý.,Text,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.NOI_DUNG,,,
Penalty Amount,Số tiền phạt.,Currency Amount,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.SO_TIEN,,,
Additional Penalty,Hình phạt bổ sung.,Text,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.HINH_PHAT_BO_SUNG,,,
Additional Penalty Date,Ngày áp dụng hình phạt bổ sung.,Date,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.NGAY_PHAT_BO_SUNG,,,
Decision Number,Số quyết định xử lý hành chính.,Text,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.QUYET_DINH,,,
Decision Date,Ngày quyết định.,Date,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.NGAY_QUYET_DINH,,,
Penalty Status Code,Trạng thái quyết định xử lý.,Classification Value,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.TRANG_THAI,Scheme: SCMS_PENALTY_STATUS.,,
Created Timestamp,Ngày tạo.,Timestamp,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.NGAY_TAO,,,
Updated Timestamp,Ngày cập nhật.,Timestamp,true,false,draft,SCMS.scms.CTCK_XU_LY_HANH_CHINH.NGAY_CAP_NHAT,,,
