,,  ,,,,,,,,,,,,,Khai thác nguồn,,,,,,Review design,,,,,,,,,
STT,Mã,Dashboard/báo cáo,Thông tin,Mô tả,Nhóm yêu cầu,Phân loại,Đánh giá,Độ chi tiết,Nguồn,Cần phân tích?,Cần test?,DL lịch sử?,Trạng thái mapping,Mapping (nghiệp vụ),Bảng nguồn,Trường nguồn,Điều kiện,Câu lệnh tham khảo,Note,Kết quả Test,Model,DMT,Hoàn thành DEV,Loại dữ liệu,Kết quả SIT,Báo cáo,Mục,Dòng,Cột,Note
,,,Tên chiều/chỉ tiêu/thuộc tính,,Dashboard/báo cáo/Data Explorer,Chiều/Chỉ tiêu cơ sở/Chỉ tiêu phái sinh,"Dễ: lấy 1: 1 từ nguồn
TB: có tính toán tổng hợp
Khó: Có logic phức tạp và lấy nhiều mốc thời gian
Trùng: Trong phạm vi ban của mình làm đã có tính thông tin này rồi",,,,,,,,,,,,,,,,,,,,,,,
1,1,Dashboard/Giao dịch/Thống kê chung,Tỷ lệ tham gia,Tỷ lệ tham gia = (Tổng giá trị mua NĐTNN + Tổng giá trị bán NĐTNN) *100 /Tổng giá trị giao dịch toàn thị trường *2,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,"CSDLTT, MDDS",X,X,,Done,Sổ lệnh,"CSDLTT:
TRADE_BOOK_HOSE / TRADE_BOOK_HNX

MDDS: 
jad_stockinfor","TRADE_BOOK_HNX:
- Trade price
- Trade quantity
=> Giá trị GD = Trade price * Trade quantity

TRADE_BOOK_HOSE:
- Execution - Value (có sẵn, dùng trực tiếp)","MDDS:
js.stocktype in(1,2,3)

TRADE_BOOK_HNX:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')


TRADE_BOOK_HOSE:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')","--STT1
WITH
stockinfor AS 
(
        SELECT
                symbol
                , symbolisin 
                , tradingdate 
                , stocktype 
                , ds_etl_pcs_tms 
        FROM (
                SELECT
                        js.symbol
                        , js.symbolisin 
                        , js.tradingdate 
                        , js.stocktype 
                        , js.ds_etl_pcs_tms
                        , ROW_NUMBER() OVER (
                                PARTITION BY js.symbol, js.tradingdate 
                                ORDER BY js.tradingtime DESC
                        ) AS rn
                FROM uat_mdds_stg.jad_stockinfor js 
                WHERE 1=1
                        AND TO_DATE(js.ds_etl_pcs_tms) = TO_DATE('2026-09-18', 'yyyy-MM-dd')
                        AND js.stocktype IN (1, 2, 3)
        ) t
        WHERE t.rn = 1
)
,cte as 
(
select
          SUM(CASE WHEN buy_foreigner_investor_type <> '00' THEN Execution_Value ELSE 0 END) gtri_ndtnn_mua,
        SUM(CASE WHEN sell_foreigner_investor_type  <> '00' THEN Execution_Value ELSE 0 END) gtri_ndtnn_ban,
   SUM(Execution_Value) tong_gtri
FROM
        uat_hose_stg.trade_book tb
join 
        stockinfor js on tb.symbol = js.symbol and tb.trade_date = js.tradingdate 
where
        tb.trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt, 'yyyy-MM-dd') = to_date('2026-09-07', 'yyyy-MM-dd')
union all
select
    SUM(CASE WHEN Buy_Foreign_Investor_Type_Code IN ('10','20') THEN (Trade_price * Trade_quantity) ELSE 0 END) gtri_ndtnn_mua, 
    SUM(CASE WHEN Sell_Foreign_Investor_Type_Code IN ('10','20') THEN (Trade_price * Trade_quantity) ELSE 0 END) gtri_ndtnn_ban,
    SUM(Trade_price * Trade_quantity) tong_gtri
FROM
        uat_hnx_stg.trade_book tb 
join 
        stockinfor js on js.symbolisin = tb.issue_code and to_date(tb.trade_date, 'yyyyMMdd') = js.tradingdate 
WHERE
        tb.trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date('2026-09-07', 'yyyy-MM-dd')
)
--tỷ lệ tham gia
select round(((sum(gtri_ndtnn_mua) + sum(gtri_ndtnn_ban))/(sum(tong_gtri*2)))*100,2)  AS ty_le_pct FROM cte;
--Tổng giá trị mua của NĐTNN
--SELECT SUM(gtri_ndtnn_mua)     AS tong_gtri_ndtnn_mua FROM cte;
--Tổng giá trị bán của NĐTNN: 
--SELECT SUM(gtri_ndtnn_ban)      AS tong_gtri_ndtnn_mua FROM cte;
--tổng giá trị toàn thị trường
--SELECT SUM(tong_gtri)                    AS tong_gtri_ndtnn_mua FROM cte;
--luỹ kế mua bán ròng
--select SUM(gtri_ndtnn_mua) - SUM(gtri_ndtnn_ban) as luy_ke from cte;",,,,,Chưa có SQL,Dữ liệu tĩnh,,,,,,
1,2,Dashboard/Giao dịch/Thống kê chung,Tổng giá trị mua của NĐTNN,,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,"CSDLTT, MDDS",X,X,,Done,Sổ lệnh,"CSDLTT:
TRADE_BOOK_HOSE / TRADE_BOOK_HNX

MDDS: 
jad_stockinfor","TRADE_BOOK_HNX:
- Trade price
- Trade quantity
- Buy Foreign Investor Type Code

TRADE_BOOK_HOSE:
- Execution - Value
- Buy - Invest Type","MDDS:
js.stocktype in(1,2,3)

TRADE_BOOK_HNX:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')


TRADE_BOOK_HOSE:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')",,,,,,Chưa có SQL,Dữ liệu tĩnh,,,,,,
1,3,Dashboard/Giao dịch/Thống kê chung,Tổng giá trị bán của NĐTNN,,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,"CSDLTT, MDDS",X,X,,Done,Sổ lệnh,"CSDLTT:
TRADE_BOOK_HOSE / TRADE_BOOK_HNX

MDDS: 
jad_stockinfor","TRADE_BOOK_HNX:
- Trade price
- Trade quantity
- Sell Foreign Investor Type Code

TRADE_BOOK_HOSE:
- Execution - Value
- Sell - Invest Type","MDDS:
js.stocktype in(1,2,3)

TRADE_BOOK_HNX:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')


TRADE_BOOK_HOSE:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')",,,,,,Chưa có SQL,Dữ liệu tĩnh,,,,,,
1,4,Dashboard/Giao dịch/Thống kê chung,Tổng giá trị giao dịch toàn thị trường,,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,"CSDLTT, MDDS",X,X,,Done,Sổ lệnh,"CSDLTT:
TRADE_BOOK_HOSE / TRADE_BOOK_HNX

MDDS: 
jad_stockinfor","TRADE_BOOK_HNX:
- Trade price
- Trade quantity
=> Giá trị GD = Trade price * Trade quantity

TRADE_BOOK_HOSE:
- Execution - Value (có sẵn, dùng trực tiếp)","MDDS:
js.stocktype in(1,2,3)

TRADE_BOOK_HNX:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')


TRADE_BOOK_HOSE:
where  trade_date BETWEEN :pdat1 AND :pdat2
        and to_date(tb.ds_snpst_dt) = to_date(:pdate, 'yyyy-MM-dd')",,,,,,Chưa có SQL,Dữ liệu tĩnh,,,,,,
1,5,Dashboard/Giao dịch/Thống kê chung,Tăng trưởng NĐT mới,Số lượng mã số giao dịch cấp mới cho NĐTNN (YTD).,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,FIMS,X,X,,Done,Báo cáo,uat_fims_ods.fact_report_cell,value_num  ,"where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Tổng
and ngay_nop = :ngaynop;","select frc.value_num  from uat_fims_ods.fact_report_cell frc
where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Tổng
and ngay_nop = :ngaynop;",,,,,Done,Dữ liệu động,,"Báo cáo PLVI-TT51/2021/TT-BTC (Báo cáo hoạt động cấp mã số GD - do VSDC gửi, kỳ tháng)",I. Thông tin chung,Tổng,Tổng số lượng tới thời điểm báo cáo,
1,6,Dashboard/Giao dịch/Thống kê chung,Tăng trưởng NĐT mới là cá nhân,Số lượng mã số giao dịch cấp mới cho NĐTNN là cá nhân (YTD).,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,FIMS,X,X,,Done,Báo cáo,uat_fims_ods.fact_report_cell,value_num  ,"where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Cá nhân'
and ngay_nop = :ngaynop;","select frc.value_num  from uat_fims_ods.fact_report_cell frc
where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Cá nhân'
and ngay_nop = :ngaynop;",,,,,Done,Dữ liệu động,,"Báo cáo PLVI-TT51/2021/TT-BTC (Báo cáo hoạt động cấp mã số GD - do VSDC gửi, kỳ tháng)",I. Thông tin chung,Cá nhân,Tổng số lượng tới thời điểm báo cáo,
1,7,Dashboard/Giao dịch/Thống kê chung,Tăng trưởng NĐT mới là tổ chức,Số lượng mã số giao dịch cấp mới cho NĐTNN là tổ chức (YTD).,Dashboard,Chỉ tiêu phái sinh,TB,Ngày,FIMS,X,X,,Done,Báo cáo,uat_fims_ods.fact_report_cell,value_num  ,"where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Tổ chức'
and ngay_nop = :ngaynop;","select frc.value_num  from uat_fims_ods.fact_report_cell frc
where report_code = 'H0I8J'
and frc.sheet_name = 'I'
and column_path = 'Tổng số lượng tới thời điểm báo cáo';
and row_path = 'Tổ chức'
and ngay_nop = :ngaynop;",,,,,Done,Dữ liệu động,,"Báo cáo PLVI-TT51/2021/TT-BTC (Báo cáo hoạt động cấp mã số GD - do VSDC gửi, kỳ tháng)",I. Thông tin chung,Tổ chức,Tổng số lượng tới thời điểm báo cáo,
