"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Calendar Date Dimension","cdr_dt_dim","Date Dimension Id","dt_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Full Date","full_dt","false","Date","date","NK","Ngày dương lịch đầy đủ","","","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Year","yr","true","Small Counter","int","","Năm (YYYY)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Quarter","qtr","true","Small Counter","int","","Quý (1–4)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Month","mo","true","Small Counter","int","","Tháng (1–12)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Month Name","mo_nm","true","Text","string","","Tên tháng (tiếng Việt)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Day Of Week","day_of_wk","true","Small Counter","int","","Thứ trong tuần (1=Thứ 2 ... 7=Chủ nhật)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Is Weekend","is_weekend","true","Boolean","boolean","","Cuối tuần (True/False)","","pending","Generated","","",""
"Public Company Dimension","pblc_co_dim","Public Company Dimension Id","pblc_co_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Public Company Dimension","pblc_co_dim","Public Company Code","pblc_co_code","false","Text","string","NK","Mã định danh công ty đại chúng (NK) — IDS.company_profiles.id","pblc_co.pblc_co_code","direct","Public Company","pblc_co","Public Company Code","pblc_co_code"
"Public Company Dimension","pblc_co_dim","Public Company Name","pblc_co_nm","true","Text","string","","Tên công ty đại chúng (tiếng Việt) — IDS.company_profiles.company_name_vn","pblc_co.pblc_co_nm","direct","Public Company","pblc_co","Public Company Name","pblc_co_nm"
"Public Company Dimension","pblc_co_dim","Public Company English Name","pblc_co_en_nm","true","Text","string","","Tên công ty đại chúng (tiếng Anh) — IDS.company_profiles.company_name_en","pblc_co.pblc_co_en_nm","direct","Public Company","pblc_co","Public Company English Name","pblc_co_en_nm"
"Public Company Dimension","pblc_co_dim","Equity Ticker","eqty_ticker","true","Text","string","","Mã chứng khoán cổ phiếu — IDS.company_profiles.equity_ticker","pblc_co.eqty_ticker","direct","Public Company","pblc_co","Equity Ticker","eqty_ticker"
"Public Company Dimension","pblc_co_dim","Industry Category Level1 Code","idy_cgy_level1_code","true","Classification Value","string","","Mã ngành cấp 1 — IDS.company_detail.category_l1_id","pblc_co.idy_cgy_level1_code","direct","Public Company","pblc_co","Industry Category Level1 Code","idy_cgy_level1_code"
"Public Company Dimension","pblc_co_dim","Industry Category Level2 Code","idy_cgy_level2_code","true","Classification Value","string","","Mã ngành cấp 2 — IDS.company_detail.category_l2_id","pblc_co.idy_cgy_level2_code","direct","Public Company","pblc_co","Industry Category Level2 Code","idy_cgy_level2_code"
"Public Company Dimension","pblc_co_dim","Equity Listing Exchange Code","eqty_listing_exg_code","true","Classification Value","string","","Sàn niêm yết cổ phiếu (HNX/HOSE/UPCoM) — IDS.company_profiles.equity_listing_exch_cd","pblc_co.eqty_listing_exg_code","direct","Public Company","pblc_co","Equity Listing Exchange Code","eqty_listing_exg_code"
"Industry Category Dimension","idy_cgy_dim","Industry Category Dimension Id","idy_cgy_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Industry Category Dimension","idy_cgy_dim","Industry Category Level1 Code","idy_cgy_level1_code","false","Text","string","NK","Mã ngành cấp 1 (NK, composite) — IDS.company_detail.category_l1_id","pblc_co.idy_cgy_level1_code","direct","Public Company","pblc_co","Industry Category Level1 Code","idy_cgy_level1_code"
