"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Calendar Date Dimension","cdr_dt_dim","Date Dimension Id","dt_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Full Date","full_dt","false","Date","date","NK","Ngày dương lịch đầy đủ","","","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Year","yr","true","Small Counter","int","","Năm (YYYY)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Quarter","qtr","true","Small Counter","int","","Quý (1–4)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Month","mo","true","Small Counter","int","","Tháng (1–12)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Month Name","mo_nm","true","Text","string","","Tên tháng (tiếng Việt)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Day Of Week","day_of_wk","true","Small Counter","int","","Thứ trong tuần (1=Thứ 2 ... 7=Chủ nhật)","","pending","Generated","","",""
"Calendar Date Dimension","cdr_dt_dim","Is Weekend","is_weekend","true","Boolean","boolean","","Cuối tuần (True/False)","","pending","Generated","","",""
"Fund Management Company Dimension","fnd_mgt_co_dim","Fund Management Company Dimension Id","fnd_mgt_co_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Fund Management Company Dimension","fnd_mgt_co_dim","Company Code","co_code","false","Text","string","NK","Mã CTQLQ — join anchor ETL (= FMS.SECURITIES.Id)","= fnd_mgt_co.fnd_mgt_co_code","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Code","fnd_mgt_co_code"
"Fund Management Company Dimension","fnd_mgt_co_dim","Company Short Name","co_shrt_nm","true","Text","string","","Tên viết tắt CTQLQ","= fnd_mgt_co.fnd_mgt_co_shrt_nm","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Short Name","fnd_mgt_co_shrt_nm"
"Fund Management Company Dimension","fnd_mgt_co_dim","Company Name","co_nm","true","Text","string","","Tên đầy đủ CTQLQ","= fnd_mgt_co.fnd_mgt_co_nm","direct","Fund Management Company","fnd_mgt_co","Fund Management Company Name","fnd_mgt_co_nm"
"Fund Management Company Dimension","fnd_mgt_co_dim","Life Cycle Status Code","lcs_code","true","Classification Value","string","","Trạng thái hoạt động CTQLQ — scheme: LIFE_CYCLE_STATUS","= fnd_mgt_co.lcs_code","direct","Fund Management Company","fnd_mgt_co","Life Cycle Status Code","lcs_code"
"Investment Fund Dimension","ivsm_fnd_dim","Investment Fund Dimension Id","ivsm_fnd_dim_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","",""
"Investment Fund Dimension","ivsm_fnd_dim","Fund Code","fnd_code","false","Text","string","NK","Mã quỹ đầu tư — join anchor ETL (= FMS.FUNDS.Id)","= ivsm_fnd.ivsm_fnd_code","direct","Investment Fund","ivsm_fnd","Investment Fund Code","ivsm_fnd_code"
"Investment Fund Dimension","ivsm_fnd_dim","Fund Name","fnd_nm","true","Text","string","","Tên đầy đủ quỹ đầu tư","= ivsm_fnd.ivsm_fnd_nm","direct","Investment Fund","ivsm_fnd","Investment Fund Name","ivsm_fnd_nm"
"Investment Fund Dimension","ivsm_fnd_dim","Fund Short Name","fnd_shrt_nm","true","Text","string","","Tên viết tắt quỹ đầu tư","= ivsm_fnd.ivsm_fnd_shrt_nm","direct","Investment Fund","ivsm_fnd","Investment Fund Short Name","ivsm_fnd_shrt_nm"
"Investment Fund Dimension","ivsm_fnd_dim","Fund Type Code","fnd_tp_code","true","Classification Value","string","","Loại hình quỹ — scheme: FMS_FUND_TYPE","= ivsm_fnd.fnd_tp_code","direct","Investment Fund","ivsm_fnd","Fund Type Code","fnd_tp_code"
