"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Security Trading Snapshot Dimension Id","scr_tdg_snpst_dim_id","false","Surrogate Key","string","PK","Surrogate key — ETL generated. Driving = scr_tdg_snpst.","","","Generated","","",""
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Symbol","symb","false","Text","string","NK","Mã chứng khoán — join anchor ETL và slicer Mã CK.","scr_tdg_snpst.symb","direct","Security Trading Snapshot","scr_tdg_snpst","Symbol","symb"
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Security Name","scr_nm","true","Text","string","","Tên đầy đủ chứng khoán — lấy từ full_nm của scr_tdg_snpst.","scr_tdg_snpst.full_nm","direct","Security Trading Snapshot","scr_tdg_snpst","Full Name","full_nm"
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Floor Code","flr_code","false","Classification Value","string","","Mã sàn — slicer Sàn (HOSE/HNX/UPCOM/FDS). Scheme: MDDS_FLOOR_CODE.","scr_tdg_snpst.flr_code","direct","Security Trading Snapshot","scr_tdg_snpst","Floor Code","flr_code"
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Stock Type Code","stk_tp_code","true","Classification Value","string","","Loại chứng khoán — slicer Loại CK / Loại phái sinh. Scheme: MDDS_STOCK_TYPE.","scr_tdg_snpst.stk_tp_code","direct","Security Trading Snapshot","scr_tdg_snpst","Stock Type Code","stk_tp_code"
"Security Trading Snapshot Dimension","scr_tdg_snpst_dim","Index Codes","idx_codes","true","Array<Text>","array<string>","","Danh sách mã chỉ số CK thuộc về — slicer Chỉ số (O_GSTT_3 Closed). LEFT JOIN vì FDS và một số mã chưa thuộc rổ nào. ETL: COLLECT_LIST sort alphabetically.","LEFT JOIN indx_constituent_snpst ON indx_constituent_snpst.scr_tdg_snpst_id = scr_tdg_snpst.scr_tdg_snpst_id → COLLECT_LIST(indx_constituent_snpst.indx_code ORDER BY indx_constituent_snpst.indx_code ASC)","join_atomic","Index Constituent Snapshot","indx_constituent_snpst","Index Code","indx_code"
"Public Company Dimension","pblc_co_dim","Public Company Dimension Id","indy_dim_id","false","Surrogate Key","string","PK","Surrogate key — ETL generated. Driving = pblc_co.","","","Generated","","",""
"Public Company Dimension","pblc_co_dim","Equity Ticker","eqty_ticker","false","Text","string","NK","Mã cổ phiếu niêm yết — join anchor ETL từ Fact qua Symbol. Chỉ load CTĐC có Equity Ticker.","pblc_co.eqty_ticker","direct","Public Company","pblc_co","Equity Ticker","eqty_ticker"
"Public Company Dimension","pblc_co_dim","Industry Level1 Code","idy_cgy_level1_code","true","Classification Value","string","","Mã ngành kinh tế cấp 1 (10 ngành IDS) — slicer Ngành. Scheme: IDS_INDUSTRY_CATEGORY.","pblc_co.idy_cgy_level1_code","direct","Public Company","pblc_co","Industry Category Level1 Code","idy_cgy_level1_code"
"Public Company Dimension","pblc_co_dim","Industry Level1 Name","idy_cgy_level1_nm","true","Text","string","","Tên ngành kinh tế cấp 1 — hiển thị slicer Ngành.","JOIN cv ON cv.cl_code = pblc_co.idy_cgy_level1_code AND cv.scm_code = 'IDS_INDUSTRY_CATEGORY' → cv.cl_nm","join_atomic","Classification Value","cv","Classification Name","cl_nm"
"Corporate Bond Trading Snapshot Dimension","corp_bond_issr_dim","Corporate Bond Trading Snapshot Dimension Id","corp_bond_issr_dim_id","false","Surrogate Key","string","PK","Surrogate key — ETL generated. Driving = corp_bond_tdg_snpst.","","","Generated","","",""
"Corporate Bond Trading Snapshot Dimension","corp_bond_issr_dim","Bond Ticker","bond_ticker","false","Text","string","NK","Mã trái phiếu — join anchor ETL từ Fact.","corp_bond_tdg_snpst.symb","direct","Corporate Bond Trading Snapshot","corp_bond_tdg_snpst","Symbol","symb"
"Corporate Bond Trading Snapshot Dimension","corp_bond_issr_dim","Issuer Name","issr_nm","true","Text","string","","Tên tổ chức phát hành trái phiếu.","corp_bond_tdg_snpst.full_nm","direct","Corporate Bond Trading Snapshot","corp_bond_tdg_snpst","Full Name","full_nm"
"Corporate Bond Trading Snapshot Industry Dimension","corp_bond_issr_indy_dim","Bond Issuer Public Company Dimension Id","corp_bond_issr_indy_dim_id","false","Surrogate Key","string","PK","Surrogate key — ETL generated. Driving = corp_bond_tdg_snpst.","","","Generated","","",""
"Corporate Bond Trading Snapshot Industry Dimension","corp_bond_issr_indy_dim","Bond Ticker","bond_ticker","false","Text","string","NK","Mã trái phiếu — join anchor ETL. Dùng join chain sang pblc_co để lấy ngành.","corp_bond_tdg_snpst.symb","direct","Corporate Bond Trading Snapshot","corp_bond_tdg_snpst","Symbol","symb"
"Corporate Bond Trading Snapshot Industry Dimension","corp_bond_issr_indy_dim","Industry Level1 Code","idy_cgy_level1_code","true","Classification Value","string","","Mã ngành TPDN cấp 1 — slicer Ngành cho Nhóm 2. Scheme: IDS_INDUSTRY_CATEGORY. Join: corp_bond_tdg_snpst.symb → pblc_co.bond_ticker.","JOIN pblc_co ON pblc_co.bond_ticker = corp_bond_tdg_snpst.symb → pblc_co.idy_cgy_level1_code","join_atomic","Public Company","pblc_co","Industry Category Level1 Code","idy_cgy_level1_code"
