"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Fact Inspection Case Activity","fct_inspection_case_avy","Received Date Dimension Id","rcvd_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup từ Inspection Case.Received Date. ThanhTra.TT_HO_SO.NGAY_NHAN_HO_SO","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = insp_case.rcvd_dt","lookup_date","Inspection Case","insp_case","Received Date","rcvd_dt"
"Fact Inspection Case Activity","fct_inspection_case_avy","Subject Category Dimension Id","sbj_cgy_dim_id","false","Surrogate Dimension Key","string","FK → Classification Dimension","FK phân loại đối tượng — ETL-derived từ Inspection Decision Subject.Subject Reference Id (polymorphic → DM_CONG_TY_CK/QLQ/DC/DM_DOI_TUONG_KHAC). 6 giá trị tạm thời — xem O_TT_4","","pending","","","",""
"Fact Inspection Case Activity","fct_inspection_case_avy","Violation Type Dimension Id","vln_tp_dim_id","true","Surrogate Dimension Key","string","FK → Classification Dimension","FK loại hành vi vi phạm — ETL join Inspection Case Conclusion (lấy MAX Conclusion Sequence Number) → map vln_tp_code → Classification Dimension. ThanhTra.TT_KET_LUAN.HANH_VI_VI_PHAM_ID. NULL khi hồ sơ chưa có kết luận.","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id AND insp_case_conclusion.conclusion_seq_nbr = (SELECT MAX(insp_case_conclusion.conclusion_seq_nbr) FROM insp_case_conclusion WHERE insp_case_conclusion.insp_case_id = insp_case.insp_case_id) → LOOKUP cl_dim ON cl_dim.scm_code = 'TT_VIOLATION_TYPE' AND cl_dim.cl_code = insp_case_conclusion.vln_tp_code","lookup_dim","Inspection Case Conclusion","insp_case_conclusion","Violation Type Code","vln_tp_code"
"Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Case Code","inspection_case_code","true","Text","string","DD","PK nguồn dùng làm degenerate key hồ sơ trên Fact. COUNT(DISTINCT) để đếm hồ sơ. ThanhTra.TT_HO_SO.ID","insp_case.insp_case_code","direct","Inspection Case","insp_case","Inspection Case Code","insp_case_code"
"Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Decision Subject Code","inspection_dcsn_sbj_code","true","Text","string","DD","PK nguồn của đối tượng trong quyết định — composite grain key cùng Inspection Case Code. ThanhTra.TT_QUYET_DINH_DOI_TUONG.ID","insp_dcsn_sbj.insp_dcsn_sbj_code","direct","Inspection Decision Subject","insp_dcsn_sbj","Inspection Decision Subject Code","insp_dcsn_sbj_code"
"Fact Inspection Case Activity","fct_inspection_case_avy","Inspection Type Code","inspection_tp_code","true","Classification Value","string","","Loại hình THANH_TRA / KIEM_TRA — bộ lọc phân biệt TT vs KT. ThanhTra.TT_HO_SO.LOAI_HINH","insp_case.insp_tp_code","direct","Inspection Case","insp_case","Inspection Type Code","insp_tp_code"
"Fact Inspection Case Activity","fct_inspection_case_avy","Case Status Code","case_st_code","true","Classification Value","string","","Trạng thái hồ sơ — filter HOAN_THANH / không HOAN_THANH. ThanhTra.TT_HO_SO.TRANG_THAI_ID","insp_case.case_st_code","direct","Inspection Case","insp_case","Case Status Code","case_st_code"
"Fact Penalty Decision","fct_pny_dcsn","Violation Report Date Dimension Id","vln_rpt_dt_dim_id","false","Surrogate Dimension Key","string","FK → Calendar Date Dimension","FK lịch — ETL lookup từ Surveillance Enforcement Decision.Violation Report Date. ThanhTra.GS_VAN_BAN_XU_LY.NGAY_BIEN_BAN","LOOKUP cdr_dt_dim ON cdr_dt_dim.dt = surveil_nfrc_dcsn.vln_rpt_dt","lookup_date","Surveillance Enforcement Decision","surveil_nfrc_dcsn","Violation Report Date","vln_rpt_dt"
"Fact Penalty Decision","fct_pny_dcsn","Penalty Subject Category Dimension Id","pny_sbj_cgy_dim_id","false","Surrogate Dimension Key","string","FK → Classification Dimension","FK phân loại đối tượng bị xử phạt — ETL-derived, field Silver nguồn chưa xác định. 4 giá trị: TO_CHUC_KHAC/CTKT/GIAO_DICH_NDT/CA_NHAN — chờ O_TT_9","","pending","","","",""
"Fact Penalty Decision","fct_pny_dcsn","Violation Type Dimension Id","vln_tp_dim_id","false","Surrogate Dimension Key","string","FK → Classification Dimension","FK loại hành vi vi phạm — field Silver nguồn chưa xác định. Dùng chung scheme TT_VIOLATION_TYPE với Tab TT/KT — xem O_TT_8","","pending","","","",""
