kpi_id,tab,nhom,kpi_name,tinh_chat,source_module,mart_table,mart_column,column_role,logic,ghi_chu
K_TT_1,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Tổng số đoàn thanh tra,Base,TT,Inspection Team Dimension,Inspection Team Code,MEASURE,JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id → COUNT(inspection_team_dim.inspection_team_code),
K_TT_1,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Tổng số đoàn thanh tra,Base,TT,Fact Inspection Team Activity,Calendar Date Dimension Id,FILTER,JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id WHERE cdr_dt_dim.year = :Y,
K_TT_2,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Tổng số thanh tra SSCK (%),Phái sinh,TT,,,DERIVED,"CASE WHEN YEAR(CURRENT_DATE()) = :Y THEN ( COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y,'-01-01')) AND CURRENT_DATE()) - COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y-1,'-01-01')) AND DATE(CONCAT(:Y-1,'-',MONTH(CURRENT_DATE()),'-',DAY(CURRENT_DATE())))) ) / NULLIF( COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y-1,'-01-01')) AND DATE(CONCAT(:Y-1,'-',MONTH(CURRENT_DATE()),'-',DAY(CURRENT_DATE())))) , 0) * 100 ELSE ( COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.year = :Y) - COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.year = :Y-1) ) / NULLIF( COUNT(inspection_team_dim.inspection_team_code | JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | cdr_dt_dim.year = :Y-1) , 0) * 100 END","SSCK % — nếu :Y = năm hiện tại thì so YTD-to-YTD (cùng mốc ngày/tháng), nếu :Y là năm quá khứ thì so cả năm với cả năm — presentation layer resolve CURRENT_DATE()"
K_TT_3,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đã hoàn thành,Base,TT,Inspection Team Dimension,Inspection Team Code,MEASURE,JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id → COUNT(inspection_team_dim.inspection_team_code),
K_TT_3,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đã hoàn thành,Base,TT,Fact Inspection Team Activity,Calendar Date Dimension Id,FILTER,JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id WHERE cdr_dt_dim.year = :Y,
K_TT_3,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đã hoàn thành,Base,TT,Inspection Team Dimension,Start Date,FILTER,JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id WHERE inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL,
K_TT_4,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn hoàn thành SSCK (%),Phái sinh,TT,,,DERIVED,"CASE WHEN YEAR(CURRENT_DATE()) = :Y THEN ( COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y,'-01-01')) AND CURRENT_DATE()) - COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y-1,'-01-01')) AND DATE(CONCAT(:Y-1,'-',MONTH(CURRENT_DATE()),'-',DAY(CURRENT_DATE())))) ) / NULLIF( COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.cdr_dt BETWEEN DATE(CONCAT(:Y-1,'-01-01')) AND DATE(CONCAT(:Y-1,'-',MONTH(CURRENT_DATE()),'-',DAY(CURRENT_DATE())))) , 0) * 100 ELSE ( COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.year = :Y) - COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.year = :Y-1) ) / NULLIF( COUNT(inspection_team_dim.inspection_team_code | JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id | inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NOT NULL AND cdr_dt_dim.year = :Y-1) , 0) * 100 END","SSCK % — nếu :Y = năm hiện tại thì so YTD-to-YTD (cùng mốc ngày/tháng), nếu :Y là năm quá khứ thì so cả năm với cả năm — presentation layer resolve CURRENT_DATE()"
K_TT_5,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đang thực hiện,Base,TT,Inspection Team Dimension,Inspection Team Code,MEASURE,JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id → COUNT(inspection_team_dim.inspection_team_code),
K_TT_5,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đang thực hiện,Base,TT,Fact Inspection Team Activity,Calendar Date Dimension Id,FILTER,JOIN cdr_dt_dim ON cdr_dt_dim.cdr_dt_dim_id = fct_inspection_team_activity.calendar_dt_dim_id WHERE cdr_dt_dim.year = :Y,
K_TT_5,TỔNG QUAN,Nhóm 1 — KPI cards Thống kê chung,Số đoàn thanh tra đang thực hiện,Base,TT,Inspection Team Dimension,Start Date,FILTER,JOIN inspection_team_dim ON inspection_team_dim.inspection_team_dim_id = fct_inspection_team_activity.inspection_team_dim_id WHERE inspection_team_dim.start_dt IS NOT NULL AND inspection_team_dim.end_dt IS NULL,
