Target,Bảng đích,,,,,,,,,
Database,Schema,Table Name,ETL Handle,,,,Description,Last update,Update by,Update reason
,silver,Involved Party Electronic Address,SCD4A,,,,Lưu trữ các địa chỉ liên lạc điện tử của Involved Party (điện thoại/fax/email). Mỗi dòng = 1 kênh liên lạc từ 1 nguồn.,,,
Input,Bảng / CTE nguồn,,,,,,,,,
#,Source Type,Schema,Table Name,Alias,Select Fields,Filter,Description,Last update,Update by,Update reason
1,physical_table,bronze,BANKMONI,ba_mo,"id, email, fax, telephone, website, 'FIMS_BANKMONI' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
2,unpivot_cte,,ba_mo,leg_ba_mo,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
3,physical_table,bronze,BRANCHS,br,"id, email, fax, telephone, website, 'FIMS_BRANCHS' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
4,unpivot_cte,,br,leg_br,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
5,physical_table,bronze,DEPOSITORYCENTER,de_ce,"id, email, fax, hotline, telephone, website, 'FIMS_DEPOSITORYCENTER' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
6,unpivot_cte,,de_ce,leg_de_ce,ip_code=id | EMAIL:email | FAX:fax | HOTLINE:hotline | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
7,physical_table,bronze,FUNDCOMPANY,fu_co,"id, email, fax, telephone, website, 'FIMS_FUNDCOMPANY' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
8,unpivot_cte,,fu_co,leg_fu_co,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
9,physical_table,bronze,INFODISCREPRES,in_di_re,"id, email, fax, telephone, website, 'FIMS_INFODISCREPRES' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
10,unpivot_cte,,in_di_re,leg_in_di_re,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
11,physical_table,bronze,INVESTOR,in,"id, email, fax, telephone, website, 'FIMS_INVESTOR' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
12,unpivot_cte,,in,leg_in,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
13,physical_table,bronze,SECURITIESCOMPANY,se_co,"id, email, fax, telephone, website, 'FIMS_SECURITIESCOMPANY' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
14,unpivot_cte,,se_co,leg_se_co,ip_code=id | EMAIL:email | FAX:fax | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
15,physical_table,bronze,STOCKEXCHANGE,st_ex,"id, email, fax, hotline, telephone, website, 'FIMS_STOCKEXCHANGE' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
16,unpivot_cte,,st_ex,leg_st_ex,ip_code=id | EMAIL:email | FAX:fax | HOTLINE:hotline | PHONE:telephone | WEBSITE:website | source_system_code,address_value IS NOT NULL,,,,
17,physical_table,bronze,TLPROFILES,tl,"id, email, telephone, 'FIMS_TLPROFILES' AS source_system_code","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
18,unpivot_cte,,tl,leg_tl,ip_code=id | EMAIL:email | PHONE:telephone | source_system_code,address_value IS NOT NULL,,,,
Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,Last update,Update by,Update reason
,,,,,,,,,,
Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Target Column,Transformation,Data Type,,,,Description,Last update,Update by,Update reason
1,involved_party_id,"hash_id(leg_ba_mo.source_system_code, leg_ba_mo.ip_code)",string,,,,,,,
2,involved_party_code,leg_ba_mo.ip_code,string,,,,,,,
3,source_system_code,leg_ba_mo.source_system_code,string,,,,,,,
4,electronic_address_type_code,leg_ba_mo.type_code,string,,,,,,,
5,electronic_address_value,leg_ba_mo.address_value,string,,,,,,,
Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,Last update,Update by,Update reason
1,UNION ALL,"SELECT * FROM leg_ba_mo
UNION ALL
SELECT * FROM leg_br
UNION ALL
SELECT * FROM leg_de_ce
UNION ALL
SELECT * FROM leg_fu_co
UNION ALL
SELECT * FROM leg_in_di_re
UNION ALL
SELECT * FROM leg_in
UNION ALL
SELECT * FROM leg_se_co
UNION ALL
SELECT * FROM leg_st_ex
UNION ALL
SELECT * FROM leg_tl",,,,,Dùng khi merge nhiều luồng vào cùng 1 bảng đích,,,
