Target,Bảng đích,,,,,,,,,
Database,Schema,Table Name,ETL Handle,,,,Description,Last update,Update by,Update reason
,silver,Fund Management Company,SCD4A,,,,Công ty quản lý quỹ đầu tư chứng khoán trong nước được UBCKNN cấp phép hoạt động. Lưu thông tin pháp lý và hoạt động của công ty.,,,
Input,Bảng / CTE nguồn,,,,,,,,,
#,Source Type,Schema,Table Name,Alias,Select Fields,Filter,Description,Last update,Update by,Update reason
1,physical_table,bronze,FUNDCOMPANY,fu_co,"id, name, shortname, ename, capital, createdby, datecreated, datemodified, naid, statusid, director, depcert, description","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
2,physical_table,bronze,FUNDCOMBUSINES,fu_bu_raw,"fundid, buid","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
3,derived_cte,,fu_bu_raw,fu_bu,"fundid, array_agg(buid) AS business_type_codes",GROUP BY fundid,,,,
4,physical_table,bronze,FUNDCOMTYPE,fu_ty_raw,"fundid, comtypeid","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
5,derived_cte,,fu_ty_raw,fu_ty,"fundid, array_agg(comtypeid) AS company_type_codes",GROUP BY fundid,,,,
Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,Last update,Update by,Update reason
1,fu_co,LEFT JOIN,fu_bu,fu_co.id = fu_bu.fundid,,,,,,
2,fu_co,LEFT JOIN,fu_ty,fu_co.id = fu_ty.fundid,,,,,,
Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Target Column,Transformation,Data Type,,,,Description,Last update,Update by,Update reason
1,fund_management_company_id,"md5(concat('FIMS_FUNDCOMPANY', '.', fu_co.id))",string,,,,Khóa đại diện cho công ty quản lý quỹ.,,,
2,fund_management_company_code,fu_co.id,string,,,,Mã định danh công ty QLQ. Map từ PK bảng nguồn.,,,
3,source_system_code,'FIMS_FUNDCOMPANY',string,,,,Mã nguồn dữ liệu.,,,
4,fund_management_company_name,fu_co.name,string,,,,Tên công ty QLQ.,,,
5,fund_management_company_short_name,fu_co.shortname,string,,,,Tên viết tắt (ghi là Tên tiếng Việt trong nguồn).,,,
6,fund_management_company_english_name,fu_co.ename,string,,,,Tên tiếng Anh.,,,
7,practice_status_code,,string,,,,Trạng thái hoạt động của công ty QLQ.,,,
8,charter_capital_amount,fu_co.capital,"decimal(23,2)",,,,Vốn điều lệ (VNĐ).,,,
9,dorf_indicator,,string,,,,Loại hình trong/ngoài nước. 1=Trong nước; 0=Nước ngoài.,,,
10,license_decision_number,,string,,,,Số quyết định/giấy phép thành lập.,,,
11,license_decision_date,,date,,,,Ngày cấp phép.,,,
12,active_date,,date,,,,Ngày bắt đầu hoạt động.,,,
13,stop_date,,date,,,,Ngày ngừng hoạt động.,,,
14,business_type_codes,fu_bu.business_type_codes,string,,,,Danh sách mã nghiệp vụ kinh doanh. Từ bảng junction FUNDCOMBUSINES.,,,
15,created_by,fu_co.createdby,string,,,,Người tạo bản ghi.,,,
16,created_timestamp,fu_co.datecreated,timestamp,,,,Ngày tạo bản ghi.,,,
17,updated_timestamp,fu_co.datemodified,timestamp,,,,Ngày cập nhật bản ghi.,,,
18,country_of_registration_id,"md5(concat('FIMS_NATIONAL', '.', fu_co.naid))",string,,,,FK đến quốc gia đăng ký của công ty QLQ.,,,
19,country_of_registration_code,fu_co.naid,string,,,,Mã quốc gia đăng ký.,,,
20,life_cycle_status_code,fu_co.statusid,string,,,,Trạng thái hoạt động. ID lấy từ bảng STATUS.,,,
21,director_name,fu_co.director,string,,,,Tên Tổng giám đốc (denormalized).,,,
22,depository_certificate_number,fu_co.depcert,string,,,,Chứng nhận lưu ký — thông tin bổ sung của FIMS không có trong FMS.SECURITIES.,,,
23,company_type_codes,fu_ty.company_type_codes,string,,,,Danh sách mã loại hình doanh nghiệp. Từ bảng junction FUNDCOMTYPE.,,,
24,description,fu_co.description,string,,,,Ghi chú.,,,
25,company_type_code,,string,,,,Loại hình công ty.,,,
26,fund_type_code,,string,,,,Loại quỹ (áp dụng cho quỹ đầu tư).,,,
27,business_license_number,,string,,,,Số giấy phép kinh doanh.,,,
28,website,,string,,,,Website chính thức.,,,
Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,Last update,Update by,Update reason
