Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
USERS,ID,VARCHAR2(36 CHAR),Khóa chính (UUIDv7),PK,
USERS,FULL_NAME,VARCHAR2(255 CHAR),Tên đầy đủ,,
USERS,USERNAME,VARCHAR2(255 CHAR),Username,,
USERS,EMAIL,VARCHAR2(255 CHAR),Email,,
USERS,PHONE,VARCHAR2(255 CHAR),Số điện thoại,,
USERS,ADDRESS,VARCHAR2(1000 CHAR),Địa chỉ,,
USERS,DATE_OF_BIRTH,DATE,Ngày sinh,,
USERS,AVATAR_PATH,VARCHAR2(255 CHAR),Đường dẫn avatar,,
USERS,KEY_CLOAK_ID,VARCHAR2(255 CHAR),Keycloak user ID,,
USERS,STATUS,NUMBER(1),"Trạng thái (1: Active, 0: unactive)",,
USERS,DELETE_REASON,VARCHAR2(255 CHAR),Lý do xóa,,
USERS,COUNT_LOGIN_FALSE,NUMBER(1),Số lần login fail,,
USERS,EXPIRE_LOCK_USER,TIMESTAMP(6),Thời gian hết lock,,
USERS,LAST_LOGIN,TIMESTAMP(6),Lần login cuối,,
USERS,IS_SUPER_ADMIN,NUMBER(1),"Super admin flag (1: Yes, 0: No)",,
USERS,DELETED,NUMBER(1),Xóa mềm (0: Chưa xóa; 1: Đã xóa),,
USERS,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
USERS,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
USERS,CREATED_BY_ID,VARCHAR2(36 CHAR),ID người tạo,,FK suy luận → USERS.ID
USERS,CREATED_BY_NAME,VARCHAR2(250 CHAR),Tên người tạo,,
USERS,UPDATED_BY_ID,VARCHAR2(36 CHAR),ID người cập nhật,,FK suy luận → USERS.ID
USERS,UPDATED_BY_NAME,VARCHAR2(250 CHAR),Tên người cập nhật,,
USERS,VERSION,NUMBER(10),Phiên bản bản ghi,,
USERS,USER_TYPE,NUMBER(1),Loại người dùng,,
USERS,CITIZEN_ID_NUMBER,VARCHAR2(255 CHAR),Số căn cước,,
USERS,TAX_ID_NUMBER,VARCHAR2(255 CHAR),Mã số thuế,,
USERS,ORGANIZATION_CODE,VARCHAR2(255 CHAR),Mã tổ chức,,
USERS,ORGANIZATION_NAME,VARCHAR2(255 CHAR),Tên tổ chức,,
USERS,GENDER,NUMBER(1),"Giới tính (1:Nam, 2 Nữ, 3: Khác)",,
USERS,DEPARTMENT_ID,VARCHAR2(36 CHAR),Phòng ban,,
USERS,POSTION_ID,VARCHAR2(36 CHAR),Chức vụ,,
USERS,REPRESENTATIVE_NAME,VARCHAR2(255 CHAR),Tên người đại diện,,
USERS,REPRESENTATIVE_CITIZEN_ID,VARCHAR2(255 CHAR),Số căn cước người đại diện,,
USERS,REPRESENTATIVE_PHONE,VARCHAR2(255 CHAR),Số điện thoại người đại diện,,
USERS,REPRESENTATIVE _EMAIL,VARCHAR2(255 CHAR),Email người đại diện,,
USERS,REPRESENTATIVE_POSITION_ID,VARCHAR2(255 CHAR),Chức vụ người đại diện,,
USERS,CODE,VARCHAR2(255 CHAR),Mã người dùng,,
USERS,PRACTICE_CERTIFICATE_TYPE_ID,VARCHAR2(36 CHAR),Chứng chỉ hành nghề,,
USERS,DIAL_NUMBER,VARCHAR2(4 CHAR),Mã vùng,,
USERS,OFFICE_PHONE,VARCHAR2(11 CHAR),Số điện thoại văn phòng,,
USERS,STOCK_CODE,VARCHAR2(3 CHAR),Mã chứng khoán,,
USERS,USER_SUB_TYPE,VARCHAR2(50 CHAR),Phân loại người dùng,,
USERS,STATUS_REASON,VARCHAR2(255 CHAR),Lý do trạng thái,,
