attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Securities Practitioner Professional Training Class Id,Surrogate key cho khóa học chuyên môn,Surrogate Key,false,true,draft,,,, 
Securities Practitioner Professional Training Class Code,Mã khóa học (business key),Text,false,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.COURSE_CODE,,,
Training Class Name,Tên khóa học,Text,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.COURSE_NAME,,,
Academic Year,Năm học,Small Counter,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.ACADEMIC_YEAR,,,
Specialization Type Code,Loại chuyên môn của khóa học,Classification Value,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.SPECIALIZATION_ID,Scheme: SPECIALIZATION. FK nguồn đến SPECIALIZATIONS.,SCHEME=SPECIALIZATION,
Exam Start Date,Ngày bắt đầu thi,Date,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.EXAM_DATE_FROM,,,
Exam End Date,Ngày kết thúc thi,Text,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.EXAM_DATE_TO,Conversion risk: cột nguồn kiểu VARCHAR2(200) — không cast sang Date do có thể chứa giá trị không chuẩn.,, 
Exam Location Address,Địa điểm tổ chức thi,Text,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.ADDRESS,,,
Province Id,FK đến tỉnh/thành nơi tổ chức thi,Surrogate Key,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.PROVINCE_ID,FK target: Geographic Area.Geographic Area Id.,,
Province Code,Mã tỉnh/thành nơi tổ chức thi (lookup pair),Text,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.PROVINCE_ID,Lookup pair: Geographic Area.Geographic Area Code. Pair with Province Id.,,
Record Status Code,Trạng thái bản ghi khóa học,Classification Value,false,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.RECORD_STATUS,Scheme: COURSE_STATUS. Nguồn: 1=Hoạt động.,SCHEME=COURSE_STATUS,
Source System Code,Mã hệ thống nguồn,Text,false,false,draft,,ETL-derived: luôn = 'NHNCK.SPECIALIZATION_COURSES',SOURCE_SYSTEM=NHNCK.SPECIALIZATION_COURSES,NHNCK.SPECIALIZATION_COURSES
Created At,Thời điểm tạo bản ghi (pending),Timestamp,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.CREATED_AT,Pending: chưa xác định ETL handling.,,
Created By,Người tạo bản ghi — FK đến USERS (pending),Surrogate Key,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.CREATED_BY,Pending: chưa xác định mapping đến Atomic entity USERS.,,
Updated At,Thời điểm cập nhật bản ghi (pending),Timestamp,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.UPDATED_AT,Pending: chưa xác định ETL handling.,,
Updated By,Người cập nhật bản ghi — FK đến USERS (pending),Surrogate Key,true,false,draft,NHNCK.qlnhn.SPECIALIZATION_COURSES.UPDATED_BY,Pending: chưa xác định mapping đến Atomic entity USERS.,,
