attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
License Application Document Attachment Id,Id tự sinh (surrogate key),Surrogate Key,false,true,draft,,"PK surrogate. BCV: ""Documentation"" (Documentation). Tài liệu đính kèm hồ sơ.",,
License Application Document Attachment Code,Mã định danh (tự động tăng). BK,Text,false,false,draft,NHNCK.ApplicationDocuments.Id,BK chính.,,
Source System Code,Mã nguồn dữ liệu,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=NHNCK.ApplicationDocuments,
License Application Id,FK đến hồ sơ,Surrogate Key,false,false,draft,NHNCK.ApplicationDocuments.ApplicationId,FK target: Securities Practitioner License Application.License Application Id.,,
License Application Code,Mã hồ sơ,Text,false,false,draft,NHNCK.ApplicationDocuments.ApplicationId,Lookup pair: Securities Practitioner License Application.License Application Code. Pair with License Application Id.,,
Document Type Code,Mã loại tài liệu (FK → Documents),Classification Value,true,false,draft,NHNCK.ApplicationDocuments.DocumentId,Scheme: DOCUMENT_TYPE. FK đến bảng Documents.,,
Document Name,Tên tài liệu,Text,true,false,draft,NHNCK.ApplicationDocuments.DocumentName,,,
File Name,Tên file,Text,true,false,draft,NHNCK.ApplicationDocuments.FileName,,,
File Path,Đường dẫn file,Text,true,false,draft,NHNCK.ApplicationDocuments.FilePath,,,
File Format,"Loại file (pdf, docx...)",Text,true,false,draft,NHNCK.ApplicationDocuments.Format,,,
File Size,Dung lượng file (bytes),Text,true,false,draft,NHNCK.ApplicationDocuments.FileSize,,,
Attachment Description,Mô tả tài liệu,Text,true,false,draft,NHNCK.ApplicationDocuments.Description,,,
Attachment Note,Ghi chú thẩm định,Text,true,false,draft,NHNCK.ApplicationDocuments.Note,,,
Appraisal Status Code,Trạng thái thẩm định,Classification Value,true,false,draft,NHNCK.ApplicationDocuments.Status,Scheme: APPRAISAL_STATUS.,,
Is Invalid Indicator,Cờ không hợp lệ,Boolean,true,false,draft,NHNCK.ApplicationDocuments.IsInvalid,,,
Is Incomplete Indicator,Cờ chưa hoàn thành,Boolean,true,false,draft,NHNCK.ApplicationDocuments.IsIncomplete,,,
Assignee Officer Id,FK đến người thẩm định,Surrogate Key,true,false,draft,NHNCK.ApplicationDocuments.AssigneeId,FK target: Regulatory Authority Officer.Officer Id.,,
Assignee Officer Code,Mã người thẩm định,Text,true,false,draft,NHNCK.ApplicationDocuments.AssigneeId,Lookup pair: Regulatory Authority Officer.Officer Code. Pair with Assignee Officer Id.,,
Appraisaled Timestamp,Ngày thẩm định,Timestamp,true,false,draft,NHNCK.ApplicationDocuments.AppraisaledAt,,,
Created Timestamp,Ngày tạo,Timestamp,true,false,draft,NHNCK.ApplicationDocuments.CreatedAt,,,
