attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Report Template Id,Khóa đại diện cho biểu mẫu báo cáo.,Surrogate Key,false,true,draft,,PK surrogate.,,
Report Template Code,Mã biểu mẫu. Map từ PK bảng nguồn.,Text,false,false,draft,FIMS.RPTTEMP.Id,BK chính.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=FIMS.RPTTEMP,
Report Type Code,Loại báo cáo. Dữ liệu lấy từ trường ID của bảng REPORTTYPE.,Classification Value,true,false,draft,FIMS.RPTTEMP.ReportTypeId,Scheme: FIMS_REPORT_TYPE.,,
Report Template Name,Tên biểu mẫu.,Text,false,false,draft,FIMS.RPTTEMP.Name,,,
Report Template Business Code,Mã biểu mẫu (mã nghiệp vụ — khác với PK).,Text,true,false,draft,FIMS.RPTTEMP.Code,Mã do nghiệp vụ gán — không phải PK kỹ thuật.,,
Legal Basis,Căn cứ pháp lý.,Text,true,false,draft,FIMS.RPTTEMP.LegalBasis,,,
Report Group Code,"Nhóm báo cáo: 1: Báo cáo CTQLQ 2: CTCK 3: NHLK 4: TTLK 5: SGDCK 6: Người đại diện CBTT 7: CN CTQLQ NN tại VN.",Classification Value,true,false,draft,FIMS.RPTTEMP.ReportGroup,Scheme: FIMS_REPORT_GROUP. modeler_defined — 7 giá trị enum.,,
Reporting Subject Code,"Đối tượng gửi báo cáo: 1: CTQLQ 2: CTCK 3: NHLK 4: TTLK 5: SGDCK 6: Người đại diện CBTT 7: CN CTQLQ NN tại VN.",Classification Value,true,false,draft,FIMS.RPTTEMP.SystemObjects,Scheme: FIMS_MEMBER_TYPE. 7 giá trị enum — cùng tập với TLPROFILES.SystemObject.,,
Version,Version biểu mẫu.,Text,true,false,draft,FIMS.RPTTEMP.Version,,,
Effective Date,Ngày bắt đầu sử dụng biểu mẫu.,Date,true,false,draft,FIMS.RPTTEMP.DateUsed,,,
Template Status Code,Trạng thái: 0: Bản nháp 1: Đang sử dụng 2: Không sử dụng.,Classification Value,true,false,draft,FIMS.RPTTEMP.Status,Scheme: FIMS_TEMPLATE_STATUS. modeler_defined — 3 giá trị: 0=DRAFT 1=ACTIVE 2=INACTIVE.,,
Is Import Required Indicator,Báo cáo có import: 1: Có import 0: Không import.,Indicator,true,false,draft,FIMS.RPTTEMP.IsNeedImport,,,
Is Self Period Setting Indicator,"Báo cáo do cán bộ UB tự thiết lập kỳ: 1: Có 0: Không.",Indicator,true,false,draft,FIMS.RPTTEMP.IsSelfMemberSetting,,,
Is Public Disclosure Indicator,Cho phép CBTT: 0: Không CBTT 1: Có CBTT.,Indicator,true,false,draft,FIMS.RPTTEMP.IsNeedPublic,,,
Description,Mô tả.,Text,true,false,draft,FIMS.RPTTEMP.Description,,,
Created By,Người tạo bản ghi.,Text,true,false,draft,FIMS.RPTTEMP.CreatedBy,Mã người dùng hệ thống — denormalized.,,
Created Timestamp,Ngày tạo bản ghi.,Timestamp,true,false,draft,FIMS.RPTTEMP.DateCreated,,,
Updated Timestamp,Ngày cập nhật bản ghi.,Timestamp,true,false,draft,FIMS.RPTTEMP.DateModified,,,
