"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Snapshot Date Dimension Id","snpst_dt_dim_id","false","Surrogate Dimension Key","string","FK","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] FK → Calendar Date Dimension — ngày tham số báo cáo (:p_date của BA) = ngày chạy ETL","LOOKUP cdr_dt_dim ON cdr_dt_dim.cdr_dt = :etl_date","lookup_date","Major Shareholder Ownership","major_shareholder_ownership","Snapshot Date","ds_snpst_dt"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Public Company Dimension Id","public_company_dim_id","true","Surrogate Dimension Key","string","FK","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] FK → Public Company Dimension qua mã CK (nullable — mã CK có thể chưa có trong IDS)","LOOKUP public_company_dim ON public_company_dim.equity_ticker_symbol = major_shareholder_ownership.ticker_symbol","lookup_dim","Major Shareholder Ownership","major_shareholder_ownership","Ticker Symbol","ticker_symbol"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Ticker Symbol","ticker_symbol","false","Text","string","DD","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Grain key 1/2 — Mã cổ phiếu (K_GSTT_100), BA major_shareholder.ticker_symbol","major_shareholder_ownership.ticker_symbol WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","direct","Major Shareholder Ownership","major_shareholder_ownership","Ticker Symbol","ticker_symbol"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Major Shareholder Ownership Id","major_shareholder_ownership_id","false","Text","string","DD","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Grain key 2/2 — định danh cổ đông lớn tại Atomic (surrogate của BK ticker_symbol + identification_nbr). KHÔNG đưa Số giấy tờ định danh (identification_nbr — PII theo NĐ 13/2023) lên Datamart; chỉ dùng trong ETL để nối chức vụ IDS","major_shareholder_ownership.major_shareholder_ownership_id WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","direct","Major Shareholder Ownership","major_shareholder_ownership","Major Shareholder Ownership Id","major_shareholder_ownership_id"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Major Shareholder Name","major_shareholder_nm","true","Text","string","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Tên cổ đông (K_GSTT_101), BA shareholder_name","major_shareholder_ownership.major_shareholder_nm WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","direct","Major Shareholder Ownership","major_shareholder_ownership","Major Shareholder Name","major_shareholder_nm"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Ownership Share Quantity","ownership_share_quantity","true","Large Counter","bigint","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Số cổ phiếu sở hữu tại ngày tham số (K_GSTT_102, K_GSTT_103b): ≥ ngày cuối kỳ → số cuối kỳ; ≥ ngày đầu kỳ → số đầu kỳ (BA dòng 462)","CASE WHEN :etl_date >= major_shareholder_ownership.closing_balance_date THEN major_shareholder_ownership.closing_share_quantity WHEN :etl_date >= major_shareholder_ownership.opening_balance_date THEN major_shareholder_ownership.opening_share_quantity END WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","computed","Major Shareholder Ownership","major_shareholder_ownership","Closing Share Quantity / Opening Share Quantity / Closing Balance Date / Opening Balance Date","closing_share_quantity / opening_share_quantity / closing_balance_date / opening_balance_date"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Ownership Ratio","ownership_ratio","true","Percentage","decimal(7,4)","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Tỷ lệ sở hữu tại ngày tham số (K_GSTT_103) — cùng quy tắc chọn kỳ (BA dòng 465)","CASE WHEN :etl_date >= major_shareholder_ownership.closing_balance_date THEN major_shareholder_ownership.closing_ratio WHEN :etl_date >= major_shareholder_ownership.opening_balance_date THEN major_shareholder_ownership.opening_ratio END WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","computed","Major Shareholder Ownership","major_shareholder_ownership","Closing Ratio / Opening Ratio / Closing Balance Date / Opening Balance Date","closing_ratio / opening_ratio / closing_balance_date / opening_balance_date"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Closing Ownership Ratio","closing_ownership_ratio","true","Percentage","decimal(7,4)","","[MỚI 2026-09-25, GSTT Nhóm 36] Tỷ lệ sở hữu CUỐI KỲ của cổ đông lớn (end_period_ratio nguyên gốc, không chọn kỳ theo ngày tham số) — phục vụ K_GSTT_178 'Tổng tỷ lệ sở hữu của các cổ đông lớn' (BA dòng 529, Trường nguồn end_period_ratio). Khác Ownership Ratio (chọn đầu/cuối kỳ theo ngày)","major_shareholder_ownership.closing_ratio WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","direct","Major Shareholder Ownership","major_shareholder_ownership","Closing Ratio","closing_ratio"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Ownership Update Date","ownership_update_dt","true","Date","date","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Ngày cập nhật số liệu sở hữu (K_GSTT_177) = ngày cuối kỳ hoặc ngày đầu kỳ được chọn (BA dòng 466)","CASE WHEN :etl_date >= major_shareholder_ownership.closing_balance_date THEN major_shareholder_ownership.closing_balance_date WHEN :etl_date >= major_shareholder_ownership.opening_balance_date THEN major_shareholder_ownership.opening_balance_date END WHERE major_shareholder_ownership.ds_snpst_dt = (SELECT MAX(m2.ds_snpst_dt) FROM major_shareholder_ownership m2 WHERE m2.ticker_symbol = major_shareholder_ownership.ticker_symbol AND m2.identification_nbr = major_shareholder_ownership.identification_nbr AND m2.ds_snpst_dt <= :etl_date) AND :etl_date >= major_shareholder_ownership.opening_balance_date","computed","Major Shareholder Ownership","major_shareholder_ownership","Closing Balance Date / Opening Balance Date","closing_balance_date / opening_balance_date"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Position Code","position_code","true","Array<Text>","array<string>","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Chức vụ người nội bộ tại công ty của mã CK (K_GSTT_104) — nối cổ đông VSDC ↔ IDS qua Số giấy tờ (major_shareholder.id_number = IDS.IDENTITY.identity_no, BA dòng 467), lấy chức vụ còn hiệu lực tại ngày tham số. Rỗng = không phải người nội bộ","LEFT JOIN ip_alternative_identification ON ip_alternative_identification.identification_nbr = major_shareholder_ownership.identification_nbr AND ip_alternative_identification.src_stm_code = 'IDS_IDENTITY' LEFT JOIN public_company ON public_company.equity_ticker_symbol = major_shareholder_ownership.ticker_symbol AND public_company.src_stm_code = 'IDS_COMPANY_PROFILES' LEFT JOIN legal_entity_position ON legal_entity_position.legal_entity_id = ip_alternative_identification.ip_id AND legal_entity_position.pc_id = public_company.pc_id AND (legal_entity_position.appointment_dt IS NULL OR legal_entity_position.appointment_dt <= :etl_date) AND (legal_entity_position.dismissal_dt IS NULL OR legal_entity_position.dismissal_dt > :etl_date) → groupUniqArray(legal_entity_position.position_code) GROUP BY major_shareholder_ownership.ticker_symbol, major_shareholder_ownership.identification_nbr -- ClickHouse: groupUniqArray (không ARRAY_AGG); lọc has(position_code,'X'); hiển thị arrayStringConcat(position_code, ', ')","join_atomic","Major Shareholder Ownership / IP Alternative Identification / Public Company / Legal Entity Position","major_shareholder_ownership / ip_alternative_identification / public_company / legal_entity_position","Identification Number / Position Code / Appointment Date / Dismissal Date","identification_nbr / position_code / appointment_dt / dismissal_dt"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Current Foreign Holding Quantity","current_foreign_holding_quantity","true","Large Counter","bigint","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Sở hữu nước ngoài — số CP NĐTNN đang nắm giữ của công ty (K_GSTT_120, BA dòng 463 current_shares_foreign_hold). Cấp CÔNG TY — lặp lại trên mọi dòng cổ đông cùng mã, KHÔNG SUM theo công ty","LEFT JOIN foreign_ownership_info ON foreign_ownership_info.ticker_symbol = major_shareholder_ownership.ticker_symbol AND foreign_ownership_info.ds_snpst_dt = (SELECT MAX(f2.ds_snpst_dt) FROM foreign_ownership_info f2 WHERE f2.ticker_symbol = foreign_ownership_info.ticker_symbol AND f2.ds_snpst_dt <= :etl_date) → foreign_ownership_info.current_foreign_holding_quantity","join_atomic","Foreign Ownership Info","foreign_ownership_info","Current Foreign Holding Quantity","current_foreign_holding_quantity"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Domestic Holding Quantity","domestic_holding_quantity","true","Large Counter","bigint","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Sở hữu trong nước = Tổng CP phát hành − CP NĐTNN nắm giữ (K_GSTT_121, BA dòng 464). Cấp CÔNG TY — lặp lại theo cổ đông, KHÔNG SUM","LEFT JOIN foreign_ownership_info ON foreign_ownership_info.ticker_symbol = major_shareholder_ownership.ticker_symbol AND foreign_ownership_info.ds_snpst_dt = (SELECT MAX(f2.ds_snpst_dt) FROM foreign_ownership_info f2 WHERE f2.ticker_symbol = foreign_ownership_info.ticker_symbol AND f2.ds_snpst_dt <= :etl_date) → foreign_ownership_info.total_issued_share_quantity - foreign_ownership_info.current_foreign_holding_quantity","computed","Foreign Ownership Info","foreign_ownership_info","Total Issued Share Quantity / Current Foreign Holding Quantity","total_issued_share_quantity / current_foreign_holding_quantity"
"Fact Major Shareholder Ownership Snapshot","fct_major_shareholder_ownership_snpst","Source System Code","src_stm_code","false","Classification Value","string","","[MỚI 2026-09-25, GSTT Nhóm 33 — BA cập nhật nguồn VSDC major_shareholder] Mã hệ thống nguồn","major_shareholder_ownership.src_stm_code","direct","Major Shareholder Ownership","major_shareholder_ownership","Source System Code","src_stm_code"
