attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Inspection Decision Id,Khóa đại diện cho quyết định thanh tra.,Surrogate Key,false,true,draft,,,,
Inspection Decision Code,"Mã quyết định. Map từ PK ThanhTra.TT_QUYET_DINH.ID.",Text,false,false,draft,ThanhTra.TT_QUYET_DINH.ID,"BK của entity.",,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=ThanhTra.TT_QUYET_DINH,
Inspection Annual Plan Id,FK đến Inspection Annual Plan (nullable — quyết định đột xuất không có kế hoạch).,Surrogate Key,true,false,draft,ThanhTra.TT_QUYET_DINH.KE_HOACH_ID,"FK target: Inspection Annual Plan.Inspection Annual Plan Id.",,
Inspection Annual Plan Code,Mã kế hoạch.,Text,true,false,draft,ThanhTra.TT_QUYET_DINH.KE_HOACH_ID,"FK target: Inspection Annual Plan.Inspection Annual Plan Code. Pair with Inspection Annual Plan Id.",,
Inspection Type Code,"Loại hình: THANH_TRA / KIEM_TRA.",Classification Value,false,false,draft,ThanhTra.TT_QUYET_DINH.LOAI_HINH,"Scheme: TT_PLAN_TYPE.",,
Document Form Type Code,Hình thức văn bản.,Classification Value,true,false,draft,ThanhTra.TT_QUYET_DINH.HINH_THUC,"Scheme: TT_DOCUMENT_FORM_TYPE.",,
Decision Number,Số quyết định (duy nhất).,Text,false,false,draft,ThanhTra.TT_QUYET_DINH.SO_QUYET_DINH,,,
Decision Name,Tên quyết định.,Text,true,false,draft,ThanhTra.TT_QUYET_DINH.TEN_QUYET_DINH,,,
Issue Date,Ngày ra quyết định.,Date,true,false,draft,ThanhTra.TT_QUYET_DINH.NGAY_RA_QUYET_DINH,,,
Announcement Date,Ngày công bố quyết định.,Date,true,false,draft,ThanhTra.TT_QUYET_DINH.NGAY_CONG_BO,,,
Business Sector Code,Mảng nghiệp vụ.,Classification Value,true,false,draft,ThanhTra.TT_QUYET_DINH.MANG_NGHIEP_VU_ID,"Scheme: TT_BUSINESS_SECTOR.",,
Legal Basis Type Code,Căn cứ thanh tra (văn bản pháp lý).,Classification Value,true,false,draft,ThanhTra.TT_QUYET_DINH.CAN_CU_THANH_TRA_ID,"Scheme: TT_LEGAL_BASIS_TYPE.",,
Decision Content,Nội dung quyết định.,Text,true,false,draft,ThanhTra.TT_QUYET_DINH.NOI_DUNG,,,
Remark,Ghi chú.,Text,true,false,draft,ThanhTra.TT_QUYET_DINH.GHI_CHU,,,
Decision Status Code,"Trạng thái: 1-Hoạt động, 0-Đã xóa.",Classification Value,false,false,draft,ThanhTra.TT_QUYET_DINH.TRANG_THAI,"Scheme: TT_RECORD_STATUS.",,
