attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Surveillance Enforcement Case Id,Khóa đại diện cho hồ sơ xử lý vi phạm từ giám sát.,Surrogate Key,false,true,draft,,,,
Surveillance Enforcement Case Code,"Mã hồ sơ. Map từ PK ThanhTra.GS_HO_SO.ID.",Text,false,false,draft,ThanhTra.GS_HO_SO.ID,"BK của entity.",,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=ThanhTra.GS_HO_SO,
Case Number,Mã hồ sơ nghiệp vụ (duy nhất trong hệ thống).,Text,false,false,draft,ThanhTra.GS_HO_SO.MA_HO_SO,,,
Case Name,Tên hồ sơ.,Text,true,false,draft,ThanhTra.GS_HO_SO.TEN_HO_SO,,,
Archive Number,Mã số lưu trữ.,Text,true,false,draft,ThanhTra.GS_HO_SO.MA_SO_LUU_TRU,,,
Received Date,Ngày nhận hồ sơ.,Date,true,false,draft,ThanhTra.GS_HO_SO.NGAY_NHAN_HO_SO,,,
Business Sector Code,Mảng nghiệp vụ liên quan.,Classification Value,true,false,draft,ThanhTra.GS_HO_SO.MANG_NGHIEP_VU_ID,"Scheme: TT_BUSINESS_SECTOR.",,
Data Source Description,"Nguồn cung cấp hồ sơ (nhiều nguồn, lưu text).",Text,true,false,draft,ThanhTra.GS_HO_SO.NGUON_CUNG_CAP,,,
Case Content,Nội dung hồ sơ.,Text,true,false,draft,ThanhTra.GS_HO_SO.NOI_DUNG,,,
Security Level Code,Mức độ bảo mật hồ sơ.,Classification Value,true,false,draft,ThanhTra.GS_HO_SO.MUC_DO_BAO_MAT_ID,"Scheme: TT_SECURITY_LEVEL.",,
Subject Name,Tên đối tượng vi phạm (denormalized).,Text,true,false,draft,ThanhTra.GS_HO_SO.TEN_DOI_TUONG,,,
Case Status Code,Trạng thái hồ sơ.,Classification Value,false,false,draft,ThanhTra.GS_HO_SO.TRANG_THAI_ID,"Scheme: TT_CASE_STATUS.",,
Remark,Ghi chú.,Text,true,false,draft,ThanhTra.GS_HO_SO.GHI_CHU,,,
Responsible Officer Id,FK đến Inspection Officer — lãnh đạo phụ trách.,Surrogate Key,true,false,draft,ThanhTra.GS_HO_SO.LANH_DAO_PHU_TRACH,"FK target: Inspection Officer.Inspection Officer Id.",,
Responsible Officer Code,Mã cán bộ lãnh đạo phụ trách.,Text,true,false,draft,ThanhTra.GS_HO_SO.LANH_DAO_PHU_TRACH,"FK target: Inspection Officer.Inspection Officer Code. Pair with Responsible Officer Id.",,
Processing Officer Id,FK đến Inspection Officer — chuyên viên xử lý.,Surrogate Key,true,false,draft,ThanhTra.GS_HO_SO.CHUYEN_VIEN_XU_LY,"FK target: Inspection Officer.Inspection Officer Id.",,
Processing Officer Code,Mã cán bộ chuyên viên xử lý.,Text,true,false,draft,ThanhTra.GS_HO_SO.CHUYEN_VIEN_XU_LY,"FK target: Inspection Officer.Inspection Officer Code. Pair with Processing Officer Id.",,
