attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Complaint Petition Id,Khóa đại diện cho đơn thư khiếu nại tố cáo.,Surrogate Key,false,true,draft,,,,
Complaint Petition Code,"Mã đơn thư. Map từ PK ThanhTra.DT_DON_THU.ID.",Text,false,false,draft,ThanhTra.DT_DON_THU.ID,"BK của entity.",,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=ThanhTra.DT_DON_THU,
Petition Name,Tên đơn thư.,Text,true,false,draft,ThanhTra.DT_DON_THU.TEN_DON_THU,,,
Complainant Type Code,"Loại đối tượng gửi đơn: CA_NHAN / TO_CHUC.",Classification Value,false,false,draft,ThanhTra.DT_DON_THU.LOAI_DOI_TUONG,"Scheme: TT_PARTY_TYPE.",,
Complainant Name,Tên tổ chức / cá nhân gửi đơn (snapshot tại thời điểm tiếp nhận).,Text,true,false,draft,ThanhTra.DT_DON_THU.TEN_TO_CHUC_CA_NHAN,,,
Is Anonymous,"Nặc danh: 1-Có, 0-Không.",Indicator,false,false,draft,ThanhTra.DT_DON_THU.NAC_DANH,,,
Complainant Count,Số người gửi đơn.,Small Counter,true,false,draft,ThanhTra.DT_DON_THU.SO_NGUOI,,,
Complainant Email,Email người gửi (snapshot — grain là đơn thư không phải IP).,Text,true,false,draft,ThanhTra.DT_DON_THU.EMAIL,,,
Complainant Address,Địa chỉ người gửi (snapshot).,Text,true,false,draft,ThanhTra.DT_DON_THU.DIA_CHI,,,
Has No Address,Không có địa chỉ: 1-Có / 0-Không.,Indicator,false,false,draft,ThanhTra.DT_DON_THU.KHONG_CO_DIA_CHI,,,
Complainant Id Number,Số CMND/CCCD người gửi (cá nhân — snapshot).,Text,true,false,draft,ThanhTra.DT_DON_THU.SO_CMTND,,,
Complainant Id Issue Date,Ngày cấp CMND/CCCD (snapshot).,Date,true,false,draft,ThanhTra.DT_DON_THU.NGAY_CAP_CMTND,,,
Complainant Gender Code,Giới tính người gửi (cá nhân — snapshot).,Classification Value,true,false,draft,ThanhTra.DT_DON_THU.GIOI_TINH,"Scheme: INDIVIDUAL_GENDER.",,
Petition Type Code,"Loại đơn: KHIEU_NAI / TO_CAO / PHAN_ANH / KIEN_NGHI.",Classification Value,false,false,draft,ThanhTra.DT_DON_THU.LOAI_DON,"Scheme: TT_PETITION_TYPE.",,
Written Date,Ngày viết đơn.,Date,true,false,draft,ThanhTra.DT_DON_THU.NGAY_VIET_DON,,,
Petition Content,Nội dung đơn thư.,Text,true,false,draft,ThanhTra.DT_DON_THU.NOI_DUNG,,,
Submission Date,Ngày tiếp nhận đơn.,Date,false,false,draft,ThanhTra.DT_DON_THU.NGAY_TIEP_NHAN,,,
Receipt Source,Nơi/kênh tiếp nhận đơn.,Text,true,false,draft,ThanhTra.DT_DON_THU.NGUON_DON,,,
Petition Status Code,"Trạng thái: MOI / DANG_XU_LY / HOAN_THANH / DONG.",Classification Value,false,false,draft,ThanhTra.DT_DON_THU.TRANG_THAI,"Scheme: TT_PETITION_STATUS.",,
