attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Professional Training Class Id,Id tự sinh (surrogate key),Surrogate Key,false,true,draft,,"PK surrogate. BCV: ""Business Activity"" — khóa học chuyên môn định kỳ.",,
Professional Training Class Code,Mã định danh (tự động tăng). BK,Text,false,false,draft,NHNCK.SpecializationCourses.Id,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=NHNCK.SpecializationCourses,
Specialization Type Code,Mã chuyên môn,Classification Value,false,false,draft,NHNCK.SpecializationCourses.SpecializationId,Scheme: SPECIALIZATION_TYPE. FK đến bảng Specializations.,,
Course Code,Mã khóa học (mã nghiệp vụ),Text,true,false,draft,NHNCK.SpecializationCourses.CourseCode,"Mã nghiệp vụ, khác BK.",,
Course Name,Tên khóa học,Text,true,false,draft,NHNCK.SpecializationCourses.CourseName,,,
Academic Year,Năm học,Text,true,false,draft,NHNCK.SpecializationCourses.AcademicYear,"Text vì là năm dạng ""2025"".",,
Exam Date,Ngày thi,Date,true,false,draft,NHNCK.SpecializationCourses.ExamDate,,,
Course Description,Mô tả khóa học,Text,true,false,draft,NHNCK.SpecializationCourses.Description,,,
Attachment File Path,Đường dẫn tài liệu,Text,true,false,draft,NHNCK.SpecializationCourses.FilePath,,,
Is Active Flag,Trạng thái hoạt động,Boolean,true,false,draft,NHNCK.SpecializationCourses.IsActive,,,
Course Status Code,"Trạng thái (1: Hoạt động, 0: Không hoạt động, -1: Đã xóa)",Classification Value,true,false,draft,NHNCK.SpecializationCourses.Status,Scheme: COURSE_STATUS.,,
Created By Officer Id,FK đến Officer,Surrogate Key,true,false,draft,NHNCK.SpecializationCourses.CreatedBy,FK target: Regulatory Authority Officer.Officer Id.,,
Created By Officer Code,Mã người tạo,Text,true,false,draft,NHNCK.SpecializationCourses.CreatedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Created By Officer Id.,,
Updated By Officer Id,FK đến Officer,Surrogate Key,true,false,draft,NHNCK.SpecializationCourses.UpdatedBy,FK target: Regulatory Authority Officer.Officer Id.,,
Updated By Officer Code,Mã người cập nhật,Text,true,false,draft,NHNCK.SpecializationCourses.UpdatedBy,FK target: Regulatory Authority Officer.Officer Code. Pair with Updated By Officer Id.,,
Created Timestamp,Ngày tạo,Timestamp,true,false,draft,NHNCK.SpecializationCourses.CreatedAt,,,
Updated Timestamp,Ngày cập nhật,Timestamp,true,false,draft,NHNCK.SpecializationCourses.UpdatedAt,,,
