Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
INVESTOR_ACCOUNT,ID,VARCHAR2(36),,PK,
INVESTOR_ACCOUNT,ACCOUNT_CODE,VARCHAR2(200),Số tài khoản (từ VSDC),,
INVESTOR_ACCOUNT,ACCOUNT_NAME,VARCHAR2(800),Họ và tên,,
INVESTOR_ACCOUNT,CONTACT_ADDRESS,VARCHAR2(2000),"Địa chỉ liên lạc (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,IDENTITY_NUMBER,VARCHAR2(200),Số CCCD/Số đăng ký sở hữu,,
INVESTOR_ACCOUNT,IDENTITY_ISSUE_DATE,TIMESTAMP(6),Ngày cấp,,
INVESTOR_ACCOUNT,IDENTITY_ISSUE_PLACE,VARCHAR2(800),Nơi cấp,,
INVESTOR_ACCOUNT,OPEN_DATE,TIMESTAMP(6),Ngày mở tài khoản,,
INVESTOR_ACCOUNT,CLOSE_DATE,TIMESTAMP(6),Ngày đóng tài khoản,,
INVESTOR_ACCOUNT,LAST_MODIFIED_DATE,TIMESTAMP(6),Ngày thay đổi thông tin,,
INVESTOR_ACCOUNT,NATIONALITY,VARCHAR2(400),Quốc tịch,,
INVESTOR_ACCOUNT,INVESTOR_TYPE,"NUMBER(2,0)","Loại hình NĐT: 1=Cá nhân, 2=Tổ chức",,
INVESTOR_ACCOUNT,DATE_OF_BIRTH,TIMESTAMP(6),"Ngày tháng năm sinh/ngày thành lập DN (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,LEGAL_REPRESENTATIVE,VARCHAR2(800),"Người đại diện theo pháp luật (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,PERMANENT_ADDRESS,VARCHAR2(2000),"Địa chỉ thường trú (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,MARGIN_ACCOUNT_OPEN_DATE,TIMESTAMP(6),Ngày mở TK ký quỹ,,
INVESTOR_ACCOUNT,PHONE_NUMBER,VARCHAR2(200),"Số điện thoại (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,EMAIL,VARCHAR2(800),"Email (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,BANK_ACCOUNT_HOLDER_NAME,VARCHAR2(800),"Tên chủ tài khoản ngân hàng (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,BANK_ACCOUNT_NUMBER,VARCHAR2(200),"Số tài khoản ngân hàng (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,BANK_ACCOUNT_NAME,VARCHAR2(800),"Tên ngân hàng (từ CTCK, có thể sửa)",,
INVESTOR_ACCOUNT,MARGIN_SERVICE_ENABLED,VARCHAR2(800),Dịch vụ TC sử dụng - Ký quỹ,,
INVESTOR_ACCOUNT,ADVANCE_PAYMENT_SERVICE_ENABLED,VARCHAR2(800),Dịch vụ TC sử dụng - Ứng trước tiền bán,,
INVESTOR_ACCOUNT,ACCOUNT_AUTHORIZATION_ENABLED,VARCHAR2(800),Dịch vụ TC sử dụng - Hợp đồng tài chính khác,,
INVESTOR_ACCOUNT,AUTHORIZED_PERSON_NAME,VARCHAR2(800),Người nhận ủy quyền,,
INVESTOR_ACCOUNT,AUTHORIZATION_DATE,TIMESTAMP(6),Ngày nhận ủy quyền,,
INVESTOR_ACCOUNT,APPROVAL_STATUS,"NUMBER(1,0)",Trạng thái phê duyệt tài khoản,,
INVESTOR_ACCOUNT,ACCOUNT_STATUS,"NUMBER(1,0)","Trạng thái: 0=Đóng, 1=Mở",,
INVESTOR_ACCOUNT,DOMESTIC_FOREIGN_FLAG,"NUMBER(1,0)","Trong nước/Nước ngoài: 0=Trong nước, 1=Nước ngoài",,
INVESTOR_ACCOUNT,DATA_SOURCE,VARCHAR2(80),"Nguồn dữ liệu chính: VSDC, CTCK",,
INVESTOR_ACCOUNT,CREATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT,UPDATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT,CREATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT,UPDATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT,CREATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT,UPDATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT,VERSION,"NUMBER(10,0)",,,
INVESTOR_ACCOUNT,DELETED,"NUMBER(1,0)",,,
INVESTOR_ACCOUNT_EXTENDED_INFO,ID,VARCHAR2(36),,PK,
INVESTOR_ACCOUNT_EXTENDED_INFO,ACCOUNT_CODE,VARCHAR2(50),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,LEGAL_REPRESENTATIVE,VARCHAR2(200),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,PHONE_NUMBER,VARCHAR2(50),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,EMAIL,VARCHAR2(200),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,BANK_ACCOUNT_HOLDER_NAME,VARCHAR2(200),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,BANK_ACCOUNT_NUMBER,VARCHAR2(50),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,BANK_ACCOUNT_NAME,VARCHAR2(200),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,CREATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,UPDATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,CREATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,UPDATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,CREATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,UPDATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT_EXTENDED_INFO,DELETED,"NUMBER(1,0)",,,
INVESTOR_ACCOUNT_EXTENDED_INFO,APPROVAL_STATUS,"NUMBER(1,0)",,,
INVESTOR_ACCOUNT_HISTORY,ID,VARCHAR2(36),,PK,
INVESTOR_ACCOUNT_HISTORY,ACCOUNT_CODE,VARCHAR2(200),Số tài khoản,,
INVESTOR_ACCOUNT_HISTORY,CHANGE_DATE,TIMESTAMP(6),Ngày thay đổi,,
INVESTOR_ACCOUNT_HISTORY,CHANGE_TYPE,VARCHAR2(200),Loại thay đổi,,
INVESTOR_ACCOUNT_HISTORY,OLD_VALUE,CLOB,Giá trị cũ,,
INVESTOR_ACCOUNT_HISTORY,NEW_VALUE,CLOB,Giá trị mới,,
INVESTOR_ACCOUNT_HISTORY,CHANGE_SOURCE,VARCHAR2(80),"Nguồn thay đổi: VSDC, USER",,
INVESTOR_ACCOUNT_HISTORY,CHANGED_BY,VARCHAR2(100),Người thay đổi,,
INVESTOR_ACCOUNT_HISTORY,APPROVAL_STATUS,"NUMBER(1,0)",Trạng thái phê duyệt,,
INVESTOR_ACCOUNT_HISTORY,APPROVAL_COMMENT,VARCHAR2(4000),Nội dung phê duyệt,,
INVESTOR_ACCOUNT_HISTORY,APPROVED_BY_ID,VARCHAR2(255),Id người phê duyệt,,
INVESTOR_ACCOUNT_HISTORY,CREATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT_HISTORY,UPDATED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT_HISTORY,CREATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT_HISTORY,UPDATED_BY_ID,VARCHAR2(255),,,
INVESTOR_ACCOUNT_HISTORY,CREATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT_HISTORY,UPDATED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT_HISTORY,DELETED,"NUMBER(1,0)",,,
INVESTOR_ACCOUNT_HISTORY,APPROVED_AT,TIMESTAMP(6),,,
INVESTOR_ACCOUNT_HISTORY,APPROVED_BY_NAME,VARCHAR2(250),,,
INVESTOR_ACCOUNT_HISTORY,CHANGE_DETAIL,CLOB,,,
ACCOUNT_GROUP,ID,VARCHAR2(36),ID duy nhất (UUID),PK,
ACCOUNT_GROUP,GROUP_CODE,VARCHAR2(50),Mã nhóm (format: NNDT_X),,
ACCOUNT_GROUP,GROUP_NAME,VARCHAR2(200),Tên nhóm,,
ACCOUNT_GROUP,SECURITIES_CODE_ID,VARCHAR2(36),ID mã chứng khoán,,
ACCOUNT_GROUP,STOCK_CODE,VARCHAR2(50),Mã chứng khoán,,
ACCOUNT_GROUP,CASE_FILE_ID,VARCHAR2(36),ID vụ việc,,
ACCOUNT_GROUP,CASE_CODE,VARCHAR2(50),Mã vụ việc,,
ACCOUNT_GROUP,RELATION_TYPE_ID,VARCHAR2(36),ID loại quan hệ (FK đến bảng relation_type),,
ACCOUNT_GROUP,CHARACTERISTIC,VARCHAR2(2000),Đặc điểm,,
ACCOUNT_GROUP,GROUP_TYPE,"NUMBER(2,0)",Loại nhóm,,
ACCOUNT_GROUP,CONTACT_PERSON_ACCOUNT,VARCHAR2(50),Số tài khoản người liên hệ,,
ACCOUNT_GROUP,APPROVAL_STATUS,"NUMBER(2,0)","Approval status: 1=New, 2=Pending, 3=Rejected, 4=Approved, 5=Pending Delete",,
ACCOUNT_GROUP,CREATED_BY_ID,VARCHAR2(36),ID người tạo,,
ACCOUNT_GROUP,CREATED_BY_NAME,VARCHAR2(250),Tên người tạo,,
ACCOUNT_GROUP,CREATED_AT,TIMESTAMP(6),Thời gian tạo,,
ACCOUNT_GROUP,UPDATED_BY_ID,VARCHAR2(36),ID người cập nhật,,
ACCOUNT_GROUP,UPDATED_BY_NAME,VARCHAR2(250),Tên người cập nhật,,
ACCOUNT_GROUP,UPDATED_AT,TIMESTAMP(6),Thời gian cập nhật,,
ACCOUNT_GROUP,DELETED,"NUMBER(1,0)","Trạng thái xóa: 0=Chưa xóa, 1=Đã xóa",,
ACCOUNT_GROUP_MEMBER,ID,VARCHAR2(36),ID duy nhất (UUID),PK,
ACCOUNT_GROUP_MEMBER,GROUP_ID,VARCHAR2(36),ID nhóm tài khoản (FK đến account_group),,
ACCOUNT_GROUP_MEMBER,ACCOUNT_ID,VARCHAR2(36),ID tài khoản nhà đầu tư,,
ACCOUNT_GROUP_MEMBER,ACCOUNT_CODE,VARCHAR2(50),Mã tài khoản nhà đầu tư,,
ACCOUNT_GROUP_MEMBER,STATUS,"NUMBER(2,0)","Trạng thái: 1=NEW, 2=PENDING_ADD, 3=PENDING_DELETE, 5=APPROVED",,
ACCOUNT_GROUP_MEMBER,CREATED_BY_ID,VARCHAR2(255),,,
ACCOUNT_GROUP_MEMBER,UPDATED_BY_ID,VARCHAR2(255),,,
ACCOUNT_GROUP_MEMBER,CREATED_BY_NAME,VARCHAR2(250),,,
ACCOUNT_GROUP_MEMBER,UPDATED_BY_NAME,VARCHAR2(250),,,
ACCOUNT_GROUP_MEMBER,DELETED,"NUMBER(1,0)","Trạng thái xóa: 0=Chưa xóa, 1=Đã xóa",,
ACCOUNT_GROUP_MEMBER,CREATED_AT,TIMESTAMP(6) WITH TIME ZONE,,,
ACCOUNT_GROUP_MEMBER,UPDATED_AT,TIMESTAMP(6) WITH TIME ZONE,,,
ACCOUNT_GROUP_HISTORY,ID,VARCHAR2(36),ID duy nhất (UUID),PK,
ACCOUNT_GROUP_HISTORY,GROUP_ID,VARCHAR2(36),ID nhóm tài khoản (FK đến account_group),,
ACCOUNT_GROUP_HISTORY,GROUP_CODE,VARCHAR2(50),Mã nhóm tài khoản,,
ACCOUNT_GROUP_HISTORY,CHANGE_DATE,TIMESTAMP(6),Thời điểm thay đổi,,
ACCOUNT_GROUP_HISTORY,CHANGE_TYPE,VARCHAR2(50),Loại thay đổi (UPDATE),,
ACCOUNT_GROUP_HISTORY,OLD_VALUE,CLOB,Giá trị cũ (JSON),,
