Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
INSPECTION_ANNUAL_PLAN,ID,VARCHAR2(36 CHAR),Khóa chính UUID,PK,
INSPECTION_ANNUAL_PLAN,NAME,VARCHAR2(500 CHAR),Tên kế hoạch thanh tra hàng năm,,
INSPECTION_ANNUAL_PLAN,PLAN_YEAR,"NUMBER(4,0)","Năm thanh tra, UNIQUE (mỗi năm chỉ 1 kế hoạch)",,
INSPECTION_ANNUAL_PLAN,DECISION_NUMBER,VARCHAR2(100 CHAR),Số quyết định ban hành (bắt buộc khi status=APPROVED),,
INSPECTION_ANNUAL_PLAN,DECISION_DATE,DATE,Ngày quyết định (bắt buộc khi status=APPROVED),,
INSPECTION_ANNUAL_PLAN,STATUS,VARCHAR2(50 CHAR),"Trạng thái: DRAFT (Dự thảo), APPROVED (Đã duyệt)",,
INSPECTION_ANNUAL_PLAN,NOTE,CLOB,Ghi chú bổ sung,,
INSPECTION_ANNUAL_PLAN,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
INSPECTION_ANNUAL_PLAN,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật gần nhất,,
INSPECTION_ANNUAL_PLAN,CREATED_BY,VARCHAR2(100 CHAR),ID người dùng tạo bản ghi,,FK suy luận → system_user.ID
INSPECTION_ANNUAL_PLAN,LAST_MODIFIED_BY,VARCHAR2(100 CHAR),ID người dùng cập nhật gần nhất,,FK suy luận → system_user.ID
INSPECTION_ANNUAL_PLAN,VERSION,"NUMBER(10,0)",Số phiên bản bản ghi (optimistic locking),,
INSPECTION_ANNUAL_PLAN,DELETED,"NUMBER(1,0)","Cờ xóa mềm: 0=Chưa xóa, 1=Đã xóa",,
INSPECTION_ANNUAL_PLAN_TARGET,ID,VARCHAR2(36 CHAR),Khóa chính UUID,PK,
INSPECTION_ANNUAL_PLAN_TARGET,INSPECTION_ANNUAL_PLAN_ID,VARCHAR2(36 CHAR),FK -> inspection_annual_plan,FK,FK → INSPECTION_ANNUAL_PLAN.ID
INSPECTION_ANNUAL_PLAN_TARGET,TARGET_TYPE,VARCHAR2(50 CHAR),"Loại đối tượng: SECURITIES_COMPANY (CTCK), FUND_MANAGEMENT_COMPANY (CTQLQ), PUBLIC_COMPANY (CTĐC)",,
INSPECTION_ANNUAL_PLAN_TARGET,TARGET_REFERENCE_ID,VARCHAR2(36 CHAR),ID tham chiếu đối tượng trong hệ thống nguồn (IDS/SCMS/FMS),,
INSPECTION_ANNUAL_PLAN_TARGET,TARGET_NAME,VARCHAR2(500 CHAR),Tên đối tượng dự kiến thanh tra,,
INSPECTION_ANNUAL_PLAN_TARGET,TARGET_CODE,VARCHAR2(50 CHAR),"Mã chứng khoán hoặc mã số doanh nghiệp (VNM, SSI, ...)",,
INSPECTION_ANNUAL_PLAN_TARGET,TARGET_SOURCE,VARCHAR2(20 CHAR),Hệ thống nguồn cung cấp thông tin đối tượng: IDS │ SCMS │ FMS,,
INSPECTION_ANNUAL_PLAN_TARGET,PLANNED_QUARTER,"NUMBER(1,0)","Quý dự kiến thanh tra: 1, 2, 3, 4",,
INSPECTION_ANNUAL_PLAN_TARGET,PLANNED_CONTENT,CLOB,Nội dung thanh tra dự kiến,,
INSPECTION_ANNUAL_PLAN_TARGET,CREATED_AT,DATE,Thời điểm tạo bản ghi,,
INSPECTION_ANNUAL_PLAN_TARGET,LAST_MODIFIED_AT,DATE,Thời điểm cập nhật gần nhất,,
INSPECTION_ANNUAL_PLAN_TARGET,CREATED_BY,VARCHAR2(100 CHAR),ID người dùng tạo bản ghi,,FK suy luận → system_user.ID
INSPECTION_ANNUAL_PLAN_TARGET,LAST_MODIFIED_BY,VARCHAR2(100 CHAR),ID người dùng cập nhật gần nhất,,FK suy luận → system_user.ID
INSPECTION_ANNUAL_PLAN_TARGET,VERSION,"NUMBER(10,0)",Số phiên bản bản ghi (optimistic locking),,
INSPECTION_ANNUAL_PLAN_TARGET,DELETED,"NUMBER(1,0)","Cờ xóa mềm: 0=Chưa xóa, 1=Đã xóa",,
INSPECTION_TEAM,ID,VARCHAR2(36 CHAR),Khóa chính UUID,PK,
INSPECTION_TEAM,CODE,VARCHAR2(50 CHAR),Mã hồ sơ tự sinh: HSTT-YYYY-XXX,,
