attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Fund Distribution Agent Id,Khóa đại diện cho tổ chức đại lý phân phối quỹ.,Surrogate Key,false,true,draft,,PK surrogate.,,
Fund Distribution Agent Code,Mã định danh đại lý phân phối quỹ. Map từ PK bảng nguồn.,Text,false,false,draft,FMS.AGENCIES.Id,BK chính.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=FMS.AGENCIES,
Fund Distribution Agent Name,Tên đầy đủ đại lý phân phối quỹ.,Text,false,false,draft,FMS.AGENCIES.Name,,,
Fund Distribution Agent Short Name,Tên viết tắt đại lý.,Text,true,false,draft,FMS.AGENCIES.ShortName,,,
Agency Type Code,Loại đại lý phân phối quỹ.,Classification Value,true,false,draft,FMS.AGENCIES.AgencyTypeId,Scheme: FMS_AGENCY_TYPE.,,
Practice Status Code,Trạng thái hoạt động.,Classification Value,true,false,draft,FMS.AGENCIES.Status,Scheme: FMS_OPERATION_STATUS.,,
Created By,Người tạo bản ghi.,Text,true,false,draft,FMS.AGENCIES.CreatedBy,Mã người dùng hệ thống — denormalized.,,
Created Timestamp,Ngày tạo bản ghi.,Timestamp,true,false,draft,FMS.AGENCIES.DateCreated,,,
Updated Timestamp,Ngày cập nhật bản ghi.,Timestamp,true,false,draft,FMS.AGENCIES.DateModified,,,
