attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Member Periodic Report History Id,Khóa đại diện cho lịch sử nộp báo cáo định kỳ thành viên.,Surrogate Key,false,true,draft,,PK surrogate.,,
Member Periodic Report History Code,Mã định danh bản ghi lịch sử. Map từ PK bảng nguồn.,Text,false,false,draft,FMS.RPTMBHS.Id,BK chính.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=FMS.RPTMBHS,
Member Periodic Report Id,FK đến báo cáo định kỳ thành viên.,Surrogate Key,false,false,draft,FMS.RPTMBHS.RptMbId,FK target: Member Periodic Report.Member Periodic Report Id.,,
Member Periodic Report Code,Mã báo cáo định kỳ.,Text,false,false,draft,FMS.RPTMBHS.RptMbId,FK target: Member Periodic Report.Member Periodic Report Code. Pair with Member Periodic Report Id.,,
Report Submission Status Code,Trạng thái nộp báo cáo tại thời điểm lịch sử.,Classification Value,true,false,draft,FMS.RPTMBHS.Status,Scheme: FMS_REPORT_SUBMISSION_STATUS.,,
Changed By Officer Id,FK đến nhân sự thực hiện thay đổi trạng thái.,Surrogate Key,true,false,draft,FMS.RPTMBHS.ChgById,FK target: Fund Management Company Key Person.Fund Management Company Key Person Id.,,
Changed By Officer Code,Mã nhân sự thực hiện thay đổi.,Text,true,false,draft,FMS.RPTMBHS.ChgById,FK target: Fund Management Company Key Person.Fund Management Company Key Person Code. Pair with Changed By Officer Id.,,
Content Summary,Tóm tắt nội dung báo cáo tại thời điểm lịch sử.,Text,true,false,draft,FMS.RPTMBHS.ContentSummary,,,
Note,Ghi chú bổ sung.,Text,true,false,draft,FMS.RPTMBHS.Note,,,
Report Name,Tên báo cáo tại thời điểm lịch sử.,Text,true,false,draft,FMS.RPTMBHS.RptName,,,
