Target,Bảng đích,,,,,,,,,
Database,Schema,Table Name,ETL Handle,Source System,,,Description,,,
dtm,sit_dtm,fct_ivsm_fnd_nav_snpst,Fact Snapshot,,,,NAV + phân bổ tài sản + cross-module QLRR — grain 1 quỹ × 1 BC. Measures PENDING O_FMS_1,,,

Input,Bảng / CTE nguồn,,,,,,,,,
#,Source Type,Schema,Table Name,Alias,Select Fields,Filter,Description,,,
1,physical_table,,atm_rpt_impr_val_hstr,rpt_impr_val,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,
2,physical_table,,atm_mbr_prd_rpt,mbr_prd_rpt_1,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd')",,,,
3,physical_table,,atm_rsk_ind_val,rsk_ind_val_2,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND rsk_ind_code = 'GDP' AND prd_tp_code = '3'",,,,
4,physical_table,,atm_rsk_ind_val,rsk_ind_val_3,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND rsk_ind_code = 'VN-Index' AND prd_tp_code = '1'",,,,
5,physical_table,,atm_rsk_ind_val,rsk_ind_val_4,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND rsk_ind_code = 'LNH_OVERNIGHT' AND prd_tp_code = '1'",,,,
6,physical_table,,dtm_cdr_dt_dim_hstr,cdr_dt_dim,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,
7,physical_table,,dtm_ivsm_fnd_dim_hstr,ivsm_fnd_dim,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,
8,physical_table,,dtm_fnd_mgt_co_dim_hstr,fnd_mgt_co_dim,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1",,,,

Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,,,
