Target,Bảng đích,,,,,,,,,
Database,Schema,Table Name,ETL Handle,Source System,,,Description,,,
dtm,sit_dtm,ivsm_fnd_dim,SCD4A,FMS_FUNDS,,,Quỹ đầu tư — Mã/Tên/Loại hình/Trạng thái/VĐL (SCD2) ← FMS.FUNDS. PENDING O_FMS_10 cho Fund Type Code,,,

Input,Bảng / CTE nguồn,,,,,,,,,
#,Source Type,Schema,Table Name,Alias,Select Fields,Filter,Description,,,
1,physical_table,,atm_ivsm_fnd_hstr,ivsm_fnd,*,"ds_snpst_dt = to_date(""etl_date"", 'yyyy-MM-dd') AND ds_rcrd_st = 1 AND src_stm_code = 'FMS_FUNDS'",,,,

Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,,,

Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Physical Target Column,Transformation,Data Type,Logical Target Column,,,Description,,,
1,ivsm_fnd_dim_id,"hash_id('FMS_FUNDS', fnd_code)",string,,,,Surrogate key ETL generated,,,
2,fnd_code,ivsm_fnd.ivsm_fnd_code,string,,,,Mã quỹ đầu tư — join anchor ETL (= FMS.FUNDS.Id),,,
3,fnd_nm,ivsm_fnd.ivsm_fnd_nm,string,,,,Tên đầy đủ quỹ đầu tư,,,
4,fnd_shrt_nm,ivsm_fnd.ivsm_fnd_shrt_nm,string,,,,Tên viết tắt quỹ đầu tư,,,
5,fnd_tp_code,ivsm_fnd.fnd_tp_code,string,,,,Loại hình quỹ — scheme: FMS_FUND_TYPE,,,
6,practice_st_code,ivsm_fnd.practice_st_code,string,,,,Trạng thái hoạt động quỹ — scheme: FMS_OPERATION_STATUS,,,
7,fnd_cptl_amt,ivsm_fnd.fnd_cptl_amt,"decimal(23,2)",,,,Vốn điều lệ quỹ (VNĐ),,,
8,src_stm_code,ivsm_fnd.src_stm_code,string,,,,Mã hệ thống nguồn — filter nguồn chính thức FMS_FUNDS. Driving table: ivsm_fnd.,,,

Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,,,
