attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Disclosure Notification Config Id,Khóa đại diện cho cấu hình thông báo CBTT.,Surrogate Key,false,true,draft,,PK surrogate.,,
Disclosure Notification Config Code,Mã định danh (tự động tăng). BK.,Text,false,false,draft,IDS.noti_config.id,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=IDS.noti_config,
Disclosure Notification Id,FK đến instance thông báo CBTT.,Surrogate Key,false,false,draft,IDS.noti_config.notification_id,FK target: Disclosure Notification.Disclosure Notification Id.,,
Disclosure Notification Code,Mã thông báo CBTT.,Text,false,false,draft,IDS.noti_config.notification_id,Lookup pair: Disclosure Notification.Disclosure Notification Code. Pair with Disclosure Notification Id.,,
Notification Business Code,Mã thông báo (denormalized từ notifications).,Text,true,false,draft,IDS.noti_config.noti_cd,Denormalized — đã có Disclosure Notification Id.,,
Notification Title,Tiêu đề thông báo (tiếng Việt — denormalized từ notifications).,Text,true,false,draft,IDS.noti_config.noti_title_vi,Denormalized — đã có Disclosure Notification Id.,,
Notification English Title,Tiêu đề thông báo (tiếng Anh — denormalized từ notifications).,Text,true,false,draft,IDS.noti_config.noti_title_en,Denormalized — đã có Disclosure Notification Id.,,
Send Channel Code,Hình thức gửi tin (email/sms/push).,Classification Value,true,false,draft,IDS.noti_config.send_channel_cd,Scheme: IDS_NOTIFICATION_SEND_CHANNEL.,IDS_NOTIFICATION_SEND_CHANNEL,
Active Flag,Trạng thái kích hoạt (1=kích hoạt / 0=không).,Boolean,true,false,draft,IDS.noti_config.active_flg,,,
Target System Code,Hệ thống nhận thông báo.,Classification Value,true,false,draft,IDS.noti_config.target_system_cd,Scheme: IDS_NOTIFICATION_TARGET_SYSTEM.,IDS_NOTIFICATION_TARGET_SYSTEM,
Manager Login Id,Id người quản lý (logins).,Surrogate Key,true,false,draft,IDS.noti_config.login_id,FK target: logins entity — out-of-scope (bảng hệ thống). Giữ Id để truy lại logins khi cần.,,
Manager Login Name,Tên đăng nhập người quản lý.,Text,true,false,draft,IDS.noti_config.login_name,Denormalized text — logins là bảng hệ thống out-of-scope.,,
Created By Login Name,Người tạo (login_name của logins).,Text,true,false,draft,IDS.noti_config.created_by,Denormalized — logins là bảng hệ thống out-of-scope.,,
Created Timestamp,Ngày tạo.,Timestamp,true,false,draft,IDS.noti_config.created_date,,,
Last Updated By Login Name,Người sửa (login_name của logins).,Text,true,false,draft,IDS.noti_config.last_updated_by,Denormalized — logins là bảng hệ thống out-of-scope.,,
Last Updated Timestamp,Ngày sửa.,Timestamp,true,false,draft,IDS.noti_config.last_updated_date,,,
