attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Complaint Processing Case Document Attachment Id,Khóa đại diện cho văn bản đính kèm hồ sơ đơn thư.,Surrogate Key,false,true,draft,,,,
Complaint Processing Case Document Attachment Code,Mã văn bản. Map từ PK ThanhTra.DT_HO_SO_VAN_BAN.ID.,Text,false,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.ID,BK của entity.,,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=ThanhTra.DT_HO_SO_VAN_BAN,
Complaint Processing Case Id,FK đến Complaint Processing Case.,Surrogate Key,false,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.HO_SO_ID,FK target: Complaint Processing Case.Complaint Processing Case Id.,,
Complaint Processing Case Code,Mã hồ sơ đơn thư.,Text,false,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.HO_SO_ID,Lookup pair: Complaint Processing Case.Complaint Processing Case Code. Pair with Complaint Processing Case Id.,,
Document Type Code,Loại văn bản: QUYET_DINH_THU_LY / BIEN_BAN_VPHC / CONG_VAN_TB / DON_THU.,Classification Value,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.LOAI_VAN_BAN,Scheme: TT_CASE_TYPE.,,
Document Number,Số hiệu văn bản.,Text,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.SO_HIEU,,,
Document Name,Tên tài liệu.,Text,false,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.TEN_TAI_LIEU,,,
Page Count,Số trang.,Small Counter,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.SO_TRANG,,,
Document Source,Nguồn gốc.,Text,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.NGUON_GOC,,,
Attachment File Name,Tên file đính kèm.,Text,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.FILE_NAME,,,
Attachment File URL,Đường dẫn file.,Text,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.FILE_PATH,,,
Attachment File Size,Kích thước file (bytes).,Small Counter,true,false,draft,ThanhTra.DT_HO_SO_VAN_BAN.FILE_SIZE,,,
