attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Risk Alert Resolution File Id,Khóa đại diện cho file đính kèm giải trình cảnh báo.,Surrogate Key,false,true,draft,,,,
Risk Alert Resolution File Code,Mã định danh file giải trình. BK. Map từ PK bảng nguồn.,Text,false,false,draft,QLRR.risk_alert_resolution_file.id,BK của entity.,,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=QLRR.risk_alert_resolution_file,
Risk Alert Resolution Id,FK đến bản ghi xử lý giải trình.,Surrogate Key,false,false,draft,QLRR.risk_alert_resolution_file.resolution_id,FK target: Risk Alert Resolution.Risk Alert Resolution Id.,,
Risk Alert Resolution Code,Mã bản ghi xử lý giải trình.,Text,false,false,draft,QLRR.risk_alert_resolution_file.resolution_id,Lookup pair: Risk Alert Resolution.Risk Alert Resolution Code. Pair with Risk Alert Resolution Id.,,
File Name,Tên file giải trình.,Text,false,false,draft,QLRR.risk_alert_resolution_file.file_name,,,
File Path,Đường dẫn lưu file giải trình trên hệ thống.,Text,false,false,draft,QLRR.risk_alert_resolution_file.file_path,,,
File Size Bytes,Dung lượng file tính bằng bytes.,Small Counter,true,false,draft,QLRR.risk_alert_resolution_file.file_size,,,
File Type Code,"Loại file giải trình: PDF, DOCX, XLSX, PNG, JPG, …",Classification Value,true,false,draft,QLRR.risk_alert_resolution_file.file_type,Scheme: RISK_FILE_TYPE. Dùng chung với Risk Report File (Tier 3 — HLD Tier 4 note).,RISK_FILE_TYPE,
Uploaded At,Thời điểm upload file giải trình.,Timestamp,false,false,draft,QLRR.risk_alert_resolution_file.uploaded_at,,,
Uploaded By Id,User ID người upload file giải trình (denormalized).,Text,true,false,draft,QLRR.risk_alert_resolution_file.uploaded_by_id,Denormalized — không có User entity trên Silver.,,
