attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Securities Order Id,Khóa đại diện cho sự kiện lệnh giao dịch chứng khoán.,Surrogate Key,false,true,draft,,"PK surrogate. BCV: ""Financial Market Order"" (Communication). Entity ""Securities Order"" gộp Order_HOSE + Order_HNX phân biệt qua market_id.",,
Securities Order Code,Mã định danh logic của lệnh (17 ký tự). BK chính.,Text,false,false,draft,OrderTrade.Order_HOSE.Order ID,"BK chính. Order ID ổn định hơn Order Accept # (reset mỗi ngày). Unique trong toàn bộ luồng dữ liệu KRX.",,
Order Accept Number,Số thứ tự lệnh do KRX cấp trong ngày theo từng mã chứng khoán. Reset mỗi ngày mới.,Text,false,false,draft,OrderTrade.Order_HOSE.Order Accept #,"BK phụ — unique trong (Trade Date + Symbol). Nguồn lưu dạng Number(11) — ETL cần convert sang string. Dùng cặp (Trade Date + Symbol + Order Accept #) để join về Trade.",,
Source System Code,Mã hệ thống nguồn.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=OrderTrade.Order_HOSE,
Trade Date,Ngày giao dịch theo thị trường chứng khoán (yyyymmdd).,Date,false,false,draft,OrderTrade.Order_HOSE.Trade Date,"Nguồn lưu dạng Character(8) yyyymmdd — ETL cần parse sang date.",,
Order Date,Ngày đặt lệnh của người thực hiện giao dịch (yyyymmdd).,Date,true,false,draft,OrderTrade.Order_HOSE.Order Date,Nguồn lưu dạng Character(8) — ETL cần parse sang date.,,
Order Time,Thời gian đặt lệnh (hh24miss).,Text,true,false,draft,OrderTrade.Order_HOSE.Order Time,"Nguồn dạng Character(6) — lưu dạng Text vì không có ngày kèm theo. ETL có thể ghép với Order Date thành Timestamp nếu cần.",,
Market Id Code,Mã thị trường: STO/BDO/RPO (HOSE).,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Market ID,Scheme: ORDERTRADE_MARKET_ID.,ORDERTRADE_MARKET_ID,
Symbol Code,Mã chứng khoán (ISIN hoặc mã sàn).,Text,false,false,draft,OrderTrade.Order_HOSE.Symbol,FK suy luận đến Instrument — lưu dạng Text denormalized vì Instrument entity ngoài scope OrderTrade.,,
Currency Code,Đơn vị tiền tệ (VND).,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Currency,FK target: Currency.Currency Code.,,
Board Type Code,Loại bảng giao dịch: G1 Main / G2 ATO / G3 ATC / G4 Odd lot / G7 Buy-in / G8 Sell-out / T1-T6 Thỏa thuận / R1 Repo.,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Board Type,Scheme: ORDERTRADE_BOARD_TYPE.,ORDERTRADE_BOARD_TYPE,
Session Code,Phiên giao dịch: 00 Pre-market / 10 ATO / 20/40 Continuous / 30 ATC / 80 Odd lot / 90 Halt / 99 Close.,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Session,Scheme: ORDERTRADE_SESSION.,ORDERTRADE_SESSION,
Order Action Type Code,Loại action lệnh: N=Lệnh mới / M=Sửa / C=Hủy.,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Modify/Cancel,Scheme: ORDERTRADE_ORDER_ACTION_TYPE.,ORDERTRADE_ORDER_ACTION_TYPE,
Side Code,Chiều lệnh: B=Buy (Mua) / S=Sell (Bán).,Indicator,false,false,draft,OrderTrade.Order_HOSE.Side,"BCV: ""Side"" — giá trị tường minh B/S, không qua Classification Value scheme.",,
Order Type Code,Loại lệnh theo giá: 1=Market / 2=Limit / 3=Stop Market / 4=Stop Limit.,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Order Type,Scheme: ORDERTRADE_ORDER_TYPE.,ORDERTRADE_ORDER_TYPE,
Order Condition Code,Điều kiện khớp lệnh: 0=FAS / 1=GTC / 2=ATO / 3=FAK / 4=FOK / 6=GTD / 7=ATC / 9=MTL.,Classification Value,true,false,draft,OrderTrade.Order_HOSE.Order Condition,Scheme: ORDERTRADE_ORDER_CONDITION.,ORDERTRADE_ORDER_CONDITION,
Order Status Code,Trạng thái lệnh: 0=New / 1=Partial Fill / 2=Filled / 3=Cancelled / 4=Rejected / 5=Expired / 6=Pending Cancel / 7=Pending Replace / 8=Replaced.,Classification Value,true,false,draft,OrderTrade.Order_HOSE.Order Status,"Scheme: ORDERTRADE_ORDER_STATUS. Chỉ có tường minh trên HOSE. HNX: xem attr_OrderTrade_Order_HNX.csv — pending ETL derive.",ORDERTRADE_ORDER_STATUS,
Client House Type Code,Phân loại giao dịch: 10=Client trade (khách hàng) / 30=House trade (tự doanh CTCK).,Classification Value,false,false,draft,OrderTrade.Order_HOSE.Client/House Classification Code,Scheme: ORDERTRADE_CLIENT_HOUSE_TYPE.,ORDERTRADE_CLIENT_HOUSE_TYPE,
Investor Type Code,Phân loại nhà đầu tư: 8000=Cá nhân / 7000=NĐT nước ngoài / 3000=Quỹ / 4000=Ngân hàng / 5000=CTCK.,Classification Value,true,false,draft,OrderTrade.Order_HOSE.Invest Type,"Scheme: ORDERTRADE_INVESTOR_TYPE. HOSE dùng mã 4 chữ số khác HNX — cần profile mapping (xem HLD T1-02).",ORDERTRADE_INVESTOR_TYPE,
Foreign Investor Type Code,Phân loại nhà đầu tư nước ngoài: 00=Trong nước / 10=NN cư trú / 20=NN không cư trú.,Classification Value,true,false,draft,OrderTrade.Order_HOSE.Foreigner Investor type,Scheme: ORDERTRADE_FOREIGN_INVESTOR_TYPE.,ORDERTRADE_FOREIGN_INVESTOR_TYPE,
