Target,Bảng đích,,,,,,,,,
Database,Schema,Table Name,ETL Handle,,,,Description,Last update,Update by,Update reason
,silver,Securities Practitioner License Certificate Document,SCD4A,,,,Chứng chỉ hành nghề chứng khoán được cấp cho người hành nghề. Ghi nhận loại chứng chỉ và quyết định cấp/thu hồi.,,,
Input,Bảng / CTE nguồn,,,,,,,,,
#,Source Type,Schema,Table Name,Alias,Select Fields,Filter,Description,Last update,Update by,Update reason
1,physical_table,bronze,CERTIFICATERECORDS,ce_re,"id, professionalid, professionalfullname, certificateid, issuedecisionid, revocationdecisionid, cannellationdecisionid, certificatenumber, issuedate, revocationdate, revocationreason, status, processstatus, description, allowreissue, createdby, createdat","data_date = to_date('{{ var(""etl_date"") }}', 'yyyy-MM-dd')",,,,
Relationship,Quan hệ giữa các bảng / CTE nguồn,,,,,,,,,
#,Main Alias,Join Type,Join Alias,Join On,,,Description,Last update,Update by,Update reason
,,,,,,,,,,
Mapping,Mapping trường nguồn → trường đích,,,,,,,,,
#,Target Column,Transformation,Data Type,,,,Description,Last update,Update by,Update reason
1,license_certificate_document_id,"hash_id('NHNCK_CertificateRecords', ce_re.id)",string,,,,Id tự sinh (surrogate key),,,
2,license_certificate_document_code,ce_re.id,string,,,,Mã định danh (tự động tăng). BK,,,
3,source_system_code,'NHNCK_CertificateRecords',string,,,,Mã nguồn dữ liệu,,,
4,practitioner_id,"hash_id('NHNCK_Professionals', ce_re.professionalid)",string,,,,FK đến Securities Practitioner,,,
5,practitioner_code,ce_re.professionalid,string,,,,Mã người hành nghề,,,
6,professional_full_name,ce_re.professionalfullname,string,,,,Họ và tên người hành nghề (snapshot tại thời điểm cấp),,,
7,certificate_type_code,ce_re.certificateid,string,,,,Mã loại chứng chỉ,,,
8,issuance_decision_document_id,"hash_id('NHNCK_Decisions', ce_re.issuedecisionid)",string,,,,FK đến quyết định cấp,,,
9,issuance_decision_document_code,ce_re.issuedecisionid,string,,,,Mã quyết định cấp,,,
10,revocation_decision_document_id,"hash_id('NHNCK_Decisions', ce_re.revocationdecisionid)",string,,,,FK đến quyết định thu hồi,,,
11,revocation_decision_document_code,ce_re.revocationdecisionid,string,,,,Mã quyết định thu hồi,,,
12,cancellation_decision_document_id,"hash_id('NHNCK_Decisions', ce_re.cannellationdecisionid)",string,,,,FK đến quyết định hủy,,,
13,cancellation_decision_document_code,ce_re.cannellationdecisionid,string,,,,Mã quyết định hủy,,,
14,certificate_number,ce_re.certificatenumber,string,,,,Số chứng chỉ,,,
15,certificate_issue_date,ce_re.issuedate,date,,,,Ngày cấp chứng chỉ,,,
16,revocation_date,ce_re.revocationdate,date,,,,Ngày thu hồi chứng chỉ,,,
17,revocation_reason,ce_re.revocationreason,string,,,,Lý do thu hồi,,,
18,certificate_status_code,ce_re.status,string,,,,"Trạng thái (0: Chưa sử dụng, 1: Đang sử dụng, 2: Thu hồi, 3: Đã hủy)",,,
19,process_status_code,ce_re.processstatus,string,,,,"Trạng thái xử lý (Đã cấp, Đã ký, Đã trả)",,,
20,certificate_description,ce_re.description,string,,,,Mô tả,,,
21,allow_reissue_indicator,ce_re.allowreissue,string,,,,"Cho phép cấp lại (0: Không, 1: Có)",,,
22,created_by_officer_id,,string,,,,FK đến Officer,,,
23,created_by_officer_code,ce_re.createdby,string,,,,Mã người tạo,,,
24,created_timestamp,ce_re.createdat,timestamp,,,,Ngày tạo,,,
Final Filter,Điều kiện lọc của Main Transform,,,,,,,,,
#,Clause Type,Expression,,,,,Description,Last update,Update by,Update reason
