attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Market Surveillance Analysis Suspicious Account Snapshot Id,Khóa đại diện cho snapshot thông tin tài khoản nghi vấn theo biểu mẫu phân tích.,Surrogate Key,false,true,draft,,,,
Market Surveillance Analysis Suspicious Account Snapshot Code,PK kỹ thuật từ bảng nguồn. BK.,Text,false,false,draft,GSGD.analysis_suspicious_account_code.id,BK chính. Map từ PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=GSGD.analysis_suspicious_account_code,
Market Surveillance Case Id,FK đến vụ việc giám sát.,Surrogate Key,false,false,draft,GSGD.analysis_suspicious_account_code.case_file_id,FK target: Market Surveillance Case.Market Surveillance Case Id.,,
Market Surveillance Case Code,Mã vụ việc. Denormalized.,Text,false,false,draft,GSGD.analysis_suspicious_account_code.case_file_id,FK target: Market Surveillance Case.Market Surveillance Case Code. Pair with Market Surveillance Case Id.,,
Workflow Type Code,"Loại quy trình: 1=Sơ bộ, 2=Thao túng, 3=Nội gián, 4=Liên thị trường.",Classification Value,false,false,draft,GSGD.analysis_suspicious_account_code.workflow_type,Scheme: GSGD_WORKFLOW_TYPE.,GSGD_WORKFLOW_TYPE,
Account Code,Mã tài khoản nghi vấn tại thời điểm phân tích. Snapshot — không FK đến Investor Trading Account.,Text,false,false,draft,GSGD.analysis_suspicious_account_code.account_code,,,
Account Name,Họ và tên tại thời điểm phân tích. Snapshot.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.account_name,,,
Account Type Code,Loại tài khoản. Snapshot.,Classification Value,true,false,draft,GSGD.analysis_suspicious_account_code.account_type,Scheme: GSGD_INVESTOR_TYPE.,GSGD_INVESTOR_TYPE,
Identity Number,Số CCCD/Số đăng ký sở hữu tại thời điểm phân tích. Snapshot.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.identity_number,,,
Identity Issue Date,Ngày cấp giấy tờ. Snapshot.,Date,true,false,draft,GSGD.analysis_suspicious_account_code.identity_issue_date,,,
Identity Issue Place,Nơi cấp giấy tờ. Snapshot.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.identity_issue_place,,,
Contact Address,Địa chỉ liên lạc tại thời điểm phân tích. Snapshot — không tách shared entity.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.contact_address,,,
Domestic Foreign Flag,"Trong nước/Nước ngoài. Snapshot.",Classification Value,true,false,draft,GSGD.analysis_suspicious_account_code.domestic_foreign_flag,Scheme: GSGD_DOMESTIC_FOREIGN_FLAG.,GSGD_DOMESTIC_FOREIGN_FLAG,
Phone Number,Số điện thoại tại thời điểm phân tích. Snapshot.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.phone_number,,,
Email,Email tại thời điểm phân tích. Snapshot.,Text,true,false,draft,GSGD.analysis_suspicious_account_code.email,,,
Account Status Code,"Trạng thái tài khoản: 0=Đóng, 1=Mở. Snapshot.",Classification Value,true,false,draft,GSGD.analysis_suspicious_account_code.account_status,Scheme: GSGD_ACCOUNT_STATUS.,GSGD_ACCOUNT_STATUS,
