attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Report Template Indicator Id,Khóa đại diện cho chỉ tiêu trong biểu mẫu báo cáo.,Surrogate Key,false,true,draft,,PK surrogate.,,
Report Template Indicator Code,Mã định danh (tự động tăng). BK.,Text,false,false,draft,SCMS.BM_BAO_CAO_CT.ID,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=SCMS.BM_BAO_CAO_CT,
Report Template Id,FK đến biểu mẫu báo cáo.,Surrogate Key,false,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_ID,FK target: Report Template.Report Template Id.,,
Report Template Code,Mã biểu mẫu báo cáo.,Text,false,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_ID,Lookup pair: Report Template.Report Template Code. Pair with Report Template Id.,,
Report Indicator Id,FK đến chỉ tiêu danh mục.,Surrogate Key,false,false,draft,SCMS.BM_BAO_CAO_CT.DM_CHI_TIEU_ID,FK target: Report Indicator.Report Indicator Id.,,
Report Indicator Code,Mã chỉ tiêu danh mục.,Text,false,false,draft,SCMS.BM_BAO_CAO_CT.DM_CHI_TIEU_ID,Lookup pair: Report Indicator.Report Indicator Code. Pair with Report Indicator Id.,,
Report Template Sheet Id,FK đến sheet biểu mẫu.,Surrogate Key,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_SHEET_ID,FK target: Report Template Sheet.Report Template Sheet Id. Nullable — một số chỉ tiêu không gắn với sheet cụ thể.,,
Report Template Sheet Code,Mã sheet biểu mẫu.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_SHEET_ID,Lookup pair: Report Template Sheet.Report Template Sheet Code. Pair with Report Template Sheet Id.,,
Report Template Row Id,FK đến hàng biểu mẫu.,Surrogate Key,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_HANG_ID,FK target: Report Template Row.Report Template Row Id. Nullable — báo cáo cột không có hàng.,,
Report Template Row Code,Mã hàng biểu mẫu.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_HANG_ID,Lookup pair: Report Template Row.Report Template Row Code. Pair with Report Template Row Id.,,
Report Template Column Id,FK đến cột biểu mẫu.,Surrogate Key,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_COT_ID,FK target: Report Template Column.Report Template Column Id. Nullable — báo cáo hàng không có cột.,,
Report Template Column Code,Mã cột biểu mẫu.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_COT_ID,Lookup pair: Report Template Column.Report Template Column Code. Pair with Report Template Column Id.,,
Input Indicator Id,FK đến chỉ tiêu đầu vào (self-join).,Surrogate Key,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_CT_VAO_ID,FK target: Report Template Indicator.Report Template Indicator Id. Self-join — chỉ tiêu đầu ra có thể phụ thuộc chỉ tiêu đầu vào.,,
Input Indicator Code,Mã chỉ tiêu đầu vào.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.BM_BAO_CAO_CT_VAO_ID,Lookup pair: Report Template Indicator.Report Template Indicator Code. Pair with Input Indicator Id.,,
Formula,Công thức tính toán chỉ tiêu.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.CONG_THUC,,,
Aggregate Formula,Công thức tổng hợp: SUM/COUNT/AVERAGE/MAX/MIN.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.CONG_THUC_TONG,,,
Formula Display Text,Công thức dạng text hiển thị trên giao diện.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.CONG_THUC_TEXT,,,
Description,Mô tả chỉ tiêu trong biểu mẫu.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.MO_TA,,,
Sort Order,Thứ tự hiển thị.,Small Counter,true,false,draft,SCMS.BM_BAO_CAO_CT.SAP_XEP,,,
Is Active Flag,Trạng thái sử dụng: 1-Sử dụng; 0-Không sử dụng.,Boolean,true,false,draft,SCMS.BM_BAO_CAO_CT.SU_DUNG,,,
Version,Phiên bản.,Text,true,false,draft,SCMS.BM_BAO_CAO_CT.PHIEN_BAN,,,
Updated Timestamp,Ngày cập nhật.,Timestamp,true,false,draft,SCMS.BM_BAO_CAO_CT.NGAY_CAP_NHAT,,,
