;;;;;;;;;;;;;;;Khai thác nguồn;;Review design;;;;;
STT;Mã;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Cần phân tích?;Cần test?;DL lịch sử?;Trạng thái mapping;Mapping (nghiệp vụ);Bảng nguồn;Trường nguồn;Điều kiện chung;Câu lệnh tham khảo;Note;Kết quả Test;Model;DMT
;;;Tên chiều/chỉ tiêu/thuộc tính;;Dashboard/báo cáo/DataExplorer;Chiều/Chỉ tiêu cơ sở/Chỉ tiêu phái sinh;"Dễ: lấy 1: 1 từ nguồn
TB: có tính toán tổng hợp
Khó: Có logic phức tạp và lấy nhiều mốc thời gian
Trùng: Trong phạm vi ban của mình làm đã có tính thông tin này rồi";;;;;;;;;;;;;;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Mã CK;Chỉ bao gồm cổ phiếu;Dashboard;Chiều;TB;Mã CK;MDDS;X;X;;Done;Thông tin thị trường;StockInfor;symbol;"FloorCode IN ('10','02','04', ' 03') AND StockType NOT IN (
'B', '1', -- Trái phiếu HOSE
'BO', -- Trái phiếu HNX
'D' -- Trái phiếu chuyển đổi HOSE
)";"SELECT DISTINCT
s.symbol AS ma_ck,
FROM StockInfor s
WHERE s.FloorCode IN ('10','02','04', ' 03') -- HOSE, HNX, UPCOM
AND StockType NOT IN (
'B', '1', -- Trái phiếu HOSE
'BO', -- Trái phiếu HNX
'D' -- Trái phiếu chuyển đổi HOSE
)
AND s.tradingdate = :ngay_gd;";;;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Ngành;;Dashboard;Chiều;TB;Mã CK;IDS - GSĐC;X;X;;Done;Ngành kinh tế cấp 1 trên IDS;IDS.categories (c);c.industry_cd, c.industry_name AS ten_nganh;c.active_flg = 1;"SELECT c.industry_cd, c.industry_name
FROM IDS.categories c
WHERE c.active_flg = 1
ORDER BY c.industry_cd";"-- Lưu ý: Cần xác nhận tên cột industry_cd, industry_name trong bảng IDS.categories
-- (sheet câu hỏi phân hệ ghi nhận bảng này có 10 ngành IDS, không phải 21 ngành KT)
-- Để Link từ IDS sang MDDS và MSS thì sẽ link qua bảng company_profiles qua mã chứng khoán";;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Sàn;;Dashboard;Chiều;TB;Mã CK;MDDS;X;X;;Done;Thông tin thị trường;StockInfor;floorCode;;"SELECT DISTINCT 
s.FloorCode AS san, 
CASE s.FloorCode 
WHEN '10' THEN 'HOSE' 
WHEN '02' THEN 'HNX' 
WHEN '04' THEN 'UPCOM' 
WHEN '03' THEN 'FDS' 
WHEN '06' THEN 'CorpBond' 
END AS ten_san 
FROM StockInfor s 
WHERE s.tradingdate = :ngay_gd; 

";"02-HNX, 04-UPCOM, 10-HOSE, 03-FDS, 06-CorpBond
FDS: thị trường Phái sinh
CorpBond: Trái phiếu doanh nghiệp";;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Chỉ sô;;Dashboard;Chiều;TB;Mã CK;MDDS;X;X;;Done;Thông tin thị trường;1. StockInfor (join CSIDXInfor);indexCode;Join bảng CSIDXInfor với StockInfor qua symbol;"SELECT s.symbol, idx.indexCode
FROM StockInfor s
JOIN CSIDXInfor idx ON s.symbol = idx.symbol
AND s.tradingdate = idx.tradingdate;";;;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Loại phái sinh;;Dashboard;Chiều;TB;Mã CK;MDDS;X;X;;Done;Thông tin thị trường;StockInfor;stockType;FloorCode='03' (FDS) AND StockType='FU' cho phái sinh;"SELECT
s.StockType,
CASE
WHEN s.FloorCode='03' AND s.StockType='FU' THEN 'Hợp đồng tương lai chỉ số'
ELSE s.StockType
END AS loai_phai_sinh
FROM StockInfor s
WHERE s.FloorCode IN ('03')
AND s.tradingdate = :ngay_gd;
";"- FloorCode='03' (FDS): Hợp đồng phái sinh 
- StockType='FU': 'Hợp đồng tương lai chỉ số'";;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Phương thức khớp lệnh ( thỏa thuận);;Dashboard;Chiều;TB;Mã CK;MSS;X;X;;Done;Sổ lệnh;Trade_HOSE/ Trade_HNX;Board Type/Board ID;"- Trade_HOSE: 
Board Type in ('T1','T2','T3','T4','T6)
- Trade_HNX: 
Board ID in ('T1','T2','T3','T4','T6)";"SELECT DISTINCT 
CASE 
WHEN [Board Type] IN ('T1','T2','T3','T4','T6') THEN 'Thỏa thuận' 
END AS phuong_thuc_gd, 
[Board Type] AS board_type_code 
FROM Trade_HOSE 

UNION 

SELECT DISTINCT 
CASE 
WHEN [Board ID] IN ('T1','T2','T3','T4','T6') THEN 'Thỏa thuận' 
END, 
[Board ID] AS board_type_code 
FROM Trade_HNX;";"Cần hỏi nghiệp vụ xem thỏa thuận có bao gồm Lô lẻ không?
T1 : Negotiation (regular) => Hai bên tự deal giá + khối lượng, không cần theo giá thị trường, không vào hệ thống khớp lệnh
Ví dụ: Bạn bán cho bạn mình 1 triệu cổ phiếu thì 2 bên tự deal giá
T4 : Negotiation (regular for Odd lot) => giống T1 nhưng cho lô lẻ (odd lot)
T2 : Negotiation (pre) => Giống T1 nhưng thỏa thuận trước giờ mở cửa
T3 : Negotiation (post) => Giống T1 nhưng thỏa thuận sau giờ giao dịch
T6 : Negotiation (post for Odd lot) => Giống T1 nhưng thỏa thuận sau giờ cho lô lẻ
Lô lẻ là không đủ 100 cổ phiếu";;;
1;;Dashboard thông tin về danh mục chứng khoán theo dạng bảng số liệu;Ngày;;Dashboard;Chiều;TB;Mã CK;;X;X;;Done;;;;;;;;;
