;;;;;;;;;;;;;;;Khai thác nguồn;;;;;;;;
STT;Mã;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Cần phân tích?;Cần test?;DL lịch sử?;Trạng thái mapping;Mapping (nghiệp vụ);Bảng nguồn;Trường nguồn;Điều kiện chung;Câu lệnh tham khảo;Note;Kết quả Test;Model;DMT;Hoàn thành DEV
;;;Tên chiều/chỉ tiêu/thuộc tính;;Dashboard/báo cáo/Data Explorer;Chiều/Chỉ tiêu cơ sở/Chỉ tiêu phái sinh;"Dễ: lấy 1: 1 từ nguồn
TB: có tính toán tổng hợp
Khó: Có logic phức tạp và lấy nhiều mốc thời gian
Trùng: Trong phạm vi ban của mình làm đã có tính thông tin này rồi";;;;;;;;;;;;;;;;
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Tổng người hành nghề;Tổng số cá nhân có ít nhất 1 CCHN lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Mã người hành nghề;NHNCK;x;x;;Done;;Professionals;"Count (*) from QLNHN_UAT.Professionals;";;;;;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Chứng chỉ cấp mới (YTD);Số CCHN được cấp mới trong năm hiện tại;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Applications;"SELECT * 
--Count (distinct a.Certificate_Number)
from QLNHN_UAT.Applications a 
where a .Application_Type in ( '0','1','2','3') --'Hồ sơ cấp mới'
and a.Issue_Date >= 'P_start_date' AND a.Issue_Date >= 'P_end_date'---(ngày cấp chứng chỉ) trong năm
;";=Cập mới + cấp lại';;"APPLICATION_TYPE: Loại hồ sơ: 
0=Cấp mới, 
1=Cấp lại do thu hồi, 
2=Cấp lại thay đổi thông tin, 
3=Cấp lại mất CCHN";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Cấp mới;Số chứng chỉ cấp lần đầu;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Applications;"SELECT * 
--Count (distinct a.Certificate_Number)
from QLNHN_UAT.Applications a 
where a .Application_Type = '0' --'Hồ sơ cấp mới'
and a.Issue_Date >= 'P_start_date' AND a.Issue_Date >= 'P_end_date'---(ngày cấp chứng chỉ) trong năm
;";Application_Type = '0' --'Hồ sơ cấp mới';;"APPLICATION_TYPE: Loại hồ sơ: 
0=Cấp mới, 
1=Cấp lại do thu hồi, 
2=Cấp lại thay đổi thông tin, 
3=Cấp lại mất CCHN";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Cấp lại;Số chứng chỉ cấp lại;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Applications;"SELECT * 
--Count (distinct a.Certificate_Number)
from QLNHN_UAT.Applications a 
where a .Application_Type = '1' --'Hồ sơ cấp lại'
and a.Issue_Date >= 'P_start_date' AND a.Issue_Date >= 'P_end_date'---(ngày cấp chứng chỉ) trong năm
;";Application_Type in ( '1','2','3') --'Hồ sơ cấp lại';;"APPLICATION_TYPE: Loại hồ sơ: 
0=Cấp mới, 
1=Cấp lại do thu hồi, 
2=Cấp lại thay đổi thông tin, 
3=Cấp lại mất CCHN";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Bị thu hồi;Tổng số CCHN bị thu hồi lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Certificate_Records;"SELECT t.* 
--Count distinct t.Certificate_Number 
from QLNHN_UAT.Certificate_Records t 
JOIN QLNHN_UAT.DECISIONS d ON d.ID =t.REVOCATION_DECISION_ID 
AND d.DECISION_TYPE_ID ='2' -- thu hồi
and t.Revocation_Date <= 'p_date'----(ngày thu hồi) lũy kế thời gian đã chọn
;";Where DECISIONS.DECISION_TYPE_ID ='2' -- thu hồi;;"DECISIONS.DECISION_TYPE_ID: Loại quyết định: 
1=Cấp mới chứng chỉ, 
2=Thu hồi chứng chỉ, 
3=Cấp lại chứng chỉ,
4=Công nhận KQ thi sát hạch, 
5=Xử lý vi phạm NHNCK, 
6=Hủy chứng chỉ hành nghề, 
7=Khác";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;CCHN đang hoạt động;Số CCHN trạng thái hoạt động lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Certificate_Records;"SELECT t.* 
--Count distinct t.Certificate_Number 
from QLNHN_UAT.Certificate_Records t 
WHERE t.RECORD_STATUS ='1'
AND t.UPDATED_AT <= 'p_to_date' --- Thời điểm cập nhật bản ghi lần cuối
;";where Certificate_Records .RECORD_STATUS = '1' -- đang hoạt động;;"RECORD_STATUS
Trạng thái bản ghi: 
1=Đang hoạt động/Hiệu lực, 0=Không hoạt động";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Thu hồi trong 3 năm;Số CCHN bị thu hồi có thời hạn 3 năm lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Certificate_Records;"SELECT t.* 
--Count distinct t.Certificate_Number 
from QLNHN_UAT.Certificate_Records t 
JOIN QLNHN_UAT.DECISIONS d ON d.ID =t.REVOCATION_DECISION_ID 
AND d.DECISION_TYPE_ID ='2' -- thu hồi
and t.Revocation_Date >= 'p_from_date' and t.Revocation_Date <= 'p_to_date' ----(ngày thu hồi) lũy kế thời gian đã chọn
;";where d.DECISION_TYPE_ID ='2' -- thu hồi;;"DECISIONS.DECISION_TYPE_ID: Loại quyết định: 
1=Cấp mới chứng chỉ, 
2=Thu hồi chứng chỉ, 
3=Cấp lại chứng chỉ,
4=Công nhận KQ thi sát hạch, 
5=Xử lý vi phạm NHNCK, 
6=Hủy chứng chỉ hành nghề, 
7=Khác";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Thu hồi vĩnh viễn;Số CCHN thu hồi không thời hạn lũy kế đến ngày cuối cùng năm đã chọn (thu hồi không cấp lại);Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;PROFESSIONALS;"SELECT * 
--Count (distinct a.Certificate_Number)
from QLNHN_UAT.Applications a 
where a .STATUS_WORK ='3
and a.UPDATED_AT =< 'p_to_date'
;";where PROFESSIONALS.STATUS_WORK ='3' - thu hồi không cấp lại;;"STATUS_WORK Trạng thái hành nghề: 
0=Chưa hành nghề, 
1=Đang hành nghề, 
2=Thu hồi có cấp lại, 
3=Thu hồi không cấp lại, 
4=Cấp hành nghề có thời hạn";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Đã bị hủy;Số CCHN bị hủy lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Số CCHN;NHNCK;x;x;;Done;;Applications;"SELECT t.* 
--Count distinct t.Certificate_Number 
from QLNHN_UAT.Certificate_Records t 
JOIN QLNHN_UAT.DECISIONS d ON d.ID =t.REVOCATION_DECISION_ID 
AND d.DECISION_TYPE_ID ='6' -- Hủy CCHN
and t.Revocation_Date <= 'p_to_date'----(ngày thu hồi) lũy kế thời gian đã chọn
;";where d.DECISION_TYPE_ID ='6' -- Hủy CCHN;;"DECISIONS.DECISION_TYPE_ID: Loại quyết định: 
1=Cấp mới chứng chỉ, 
2=Thu hồi chứng chỉ, 
3=Cấp lại chứng chỉ,
4=Công nhận KQ thi sát hạch, 
5=Xử lý vi phạm NHNCK, 
6=Hủy chứng chỉ hành nghề, 
7=Khác";;;;Done
1;;Dashboard tổng quan của Người hành nghề chứng khoán toàn thị trường/Các chỉ tiêu tổng hợp thông tin chung;Cảnh báo NHNCK;Số NHN có vi phạm lũy kế đến ngày cuối cùng năm đã chọn;Dashboard;Chỉ tiêu phái sinh;TB;Mã người hành nghề;NHNCK;x;x;;Done;;Violations;"select d.* --count distinct a.IdentityId (mã định danh NHN) 
from QLNHN_UAT.Professionals a 
join QLNHN_UAT.Violations v on a.ID = v.Professional_Id 
JOIN QLNHN_UAT.DECISIONS d ON d.ID = v.DECISION_ID 
;";;;;;;;Done
