;;;;;;;;;;;;;;;Khai thác nguồn;;;;;;;;;
STT;Mã;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Cần phân tích?;Cần test?;DL lịch sử?;Trạng thái mapping;Mapping (nghiệp vụ);Bảng nguồn;Trường nguồn;Điều kiện chung;Câu lệnh tham khảo;Note;Kết quả Test;Model;DMT;Hoàn thành DEV;Loại dữ liệu
;;;Tên chiều/chỉ tiêu/thuộc tính;;Dashboard/báo cáo/Data Explorer;Chiều/Chỉ tiêu cơ sở/Chỉ tiêu phái sinh;"Dễ: chỉ cần tính toán
TB: cần phân tích nguồn lấy
Khó: Có logic phức tạp và lấy nhiều mốc thời gian
Trùng: Trong phạm vi ban của mình làm đã có tính thông tin này rồi";;;;;;;;;;;;;;;;;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Thời gian;Ngày thống kê (năm);Dashboard;Chiều;Dễ;;Thanh tra;;x;;Done;;INSPECTION_TEAM;DECISION_DATE;;"WITH cte AS 
(SELECT EXTRACT(YEAR FROM DECISION_DATE) ""Yearr"",
COUNT(ID) ""Total"",
SUM(CASE WHEN END_DATE IS NOT NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) ""Done"",
SUM(CASE WHEN END_DATE IS NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) ""Progress""
FROM THANHTRA_UAT.INSPECTION_TEAM
WHERE DELETED = 0
GROUP BY EXTRACT(YEAR FROM DECISION_DATE))
SELECT a.""Yearr"" ""Năm"", 
a.""Total"" ""Tổng số đoàn thanh tra"",
CASE WHEN a.""Yearr"" = EXTRACT(YEAR FROM SYSDATE) THEN 
(SELECT COUNT(ID) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(SYSDATE,'YYYY'),'DD/MM/YYYY') AND SYSDATE
)/
NULLIF((SELECT COUNT(ID) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(ADD_MONTHS(SYSDATE,-12),'YYYY'),'DD/MM/YYYY') AND ADD_MONTHS(SYSDATE,-12))
,0)
ELSE a.""Total""/b.""Total"" END ""Tổng đoàn SSCK"",
a.""Done"" ""Số đoàn hoàn thành"",
CASE WHEN a.""Yearr"" = EXTRACT(YEAR FROM SYSDATE) THEN 
(SELECT SUM(CASE WHEN END_DATE IS NOT NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(SYSDATE,'YYYY'),'DD/MM/YYYY') AND SYSDATE
)/
NULLIF((SELECT SUM(CASE WHEN END_DATE IS NOT NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(ADD_MONTHS(SYSDATE,-12),'YYYY'),'DD/MM/YYYY') AND ADD_MONTHS(SYSDATE,-12))
,0)
ELSE a.""Done""/b.""Done"" END ""Đoàn hoàn thành SSCK"",
a.""Progress"" ""Số đoàn đang thực hiện"",
CASE WHEN a.""Yearr"" = EXTRACT(YEAR FROM SYSDATE) THEN 
(SELECT SUM(CASE WHEN END_DATE IS NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(SYSDATE,'YYYY'),'DD/MM/YYYY') AND SYSDATE
)/
NULLIF((SELECT SUM(CASE WHEN END_DATE IS NULL AND START_DATE IS NOT NULL THEN 1 ELSE NULL END) FROM THANHTRA_UAT.INSPECTION_TEAM 
WHERE DELETED = 0
AND DECISION_DATE BETWEEN TO_DATE('01/01/' || TO_CHAR(ADD_MONTHS(SYSDATE,-12),'YYYY'),
'DD/MM/YYYY') AND ADD_MONTHS(SYSDATE,-12))
,0)
ELSE a.""Progress""/b.""Progress"" END ""Đoàn đang thực hiện SSCK""
FROM cte a
LEFT JOIN cte b ON a.""Yearr"" = b.""Yearr"" + 1
WHERE a.""Yearr"" = :filter_year --Điều kiện lọc
ORDER BY a.""Yearr"" DESC";;;;;Done;Dữ liệu tĩnh
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Tổng số đoàn thanh tra;Thể hiện số đoàn thanh tra định kỳ/đột xuất đã và đang triển khai trong năm/tất cả các năm.;Dashboard;Chỉ tiêu cơ sở;TB;Năm;Thanh tra;x;x;;Done;;INSPECTION_TEAM;ID;;;;;;Done;Dữ liệu tĩnh;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Tổng số thanh tra SSCK (%);So sánh cùng kỳ năm trước số liệu về số đoàn thanh tra đã và đang triển khai;Dashboard;Chỉ tiêu phái sinh;Dễ;Năm;Thanh tra;;x;;Done;;INSPECTION_TEAM;ID;;;;;;Done;Dữ liệu tĩnh;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Số đoàn thanh tra đã hoàn thành;Số đoàn thanh tra đã hoàn thành;Dashboard;Chỉ tiêu cơ sở;TB;Năm;Thanh tra;x;x;;Done;;INSPECTION_TEAM;ID;"START_DATE
END_DATE";;;;;Done;Dữ liệu tĩnh;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Số đoàn thanh tra đã hoàn thành SSCK (%);So sánh cùng kỳ năm trước số liệu về số đoàn thanh tra đã hoàn thành;Dashboard;Chỉ tiêu phái sinh;Dễ;Năm;Thanh tra;;x;;Done;;INSPECTION_TEAM;ID;"START_DATE
END_DATE";;;;;Done;Dữ liệu tĩnh;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Số đoàn thanh tra đang thực hiện;Số đoàn thanh tra đang thực hiện thanh tra;Dashboard;Chỉ tiêu cơ sở;TB;Năm;Thanh tra;x;x;;Done;;INSPECTION_TEAM;ID;"START_DATE
END_DATE";;;;;Done;Dữ liệu tĩnh;
1;;Dashboard Hoạt động Thanh tra >> Thống kê chung;Số đoàn thanh tra đang thực hiện SSCK (%);So sánh cùng kỳ năm trước số liệu về số đoàn thanh tra đang triển khai;Dashboard;Chỉ tiêu phái sinh;Dễ;Năm;Thanh tra;;x;;Done;;INSPECTION_TEAM;ID;"START_DATE
END_DATE";;;;;Done;Dữ liệu tĩnh;
