attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Public Company Report Submission Id,Khóa đại diện cho lần nộp báo cáo/tin CBTT của công ty đại chúng.,Surrogate Key,false,true,draft,,PK surrogate.,,
Public Company Report Submission Code,Mã định danh (tự động tăng). BK kỹ thuật.,Text,false,false,draft,IDS.company_data.id,BK chính. PK nguồn.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,Scheme: SOURCE_SYSTEM. BK. Hardcode.,SOURCE_SYSTEM=IDS.company_data,
Public Company Id,FK đến công ty đại chúng nộp báo cáo.,Surrogate Key,false,false,draft,IDS.company_data.company_profile_id,FK target: Public Company.Public Company Id.,,
Public Company Code,Mã công ty đại chúng.,Text,false,false,draft,IDS.company_data.company_profile_id,Lookup pair: Public Company.Public Company Code. Pair with Public Company Id.,,
Disclosure Form Definition Id,FK đến loại biểu mẫu/form báo cáo.,Surrogate Key,false,false,draft,IDS.company_data.form_id,FK target: Disclosure Form Definition.Disclosure Form Definition Id.,,
Disclosure Form Definition Code,Mã loại biểu mẫu.,Text,false,false,draft,IDS.company_data.form_id,Lookup pair: Disclosure Form Definition.Disclosure Form Definition Code. Pair with Disclosure Form Definition Id.,,
Parent Submission Id,FK tự tham chiếu đến lần nộp cha (tin đính chính).,Surrogate Key,true,false,draft,IDS.company_data.parent_id,Self-join: tin đính chính → tin gốc. Nullable nếu không có cha.,,
Parent Submission Code,Mã lần nộp cha.,Text,true,false,draft,IDS.company_data.parent_id,Lookup pair. Pair with Parent Submission Id.,,
Correction Reference Id,FK đến lần nộp được đính chính (ref_id).,Surrogate Key,true,false,draft,IDS.company_data.ref_id,FK tới company_data.id — dùng khi tin này là đính chính của tin khác.,,
Correction Reference Code,Mã lần nộp được đính chính.,Text,true,false,draft,IDS.company_data.ref_id,Lookup pair. Pair with Correction Reference Id.,,
Document Title,Tiêu đề tin/hồ sơ.,Text,true,false,draft,IDS.company_data.doc_title,,,
Document Number,Số công văn.,Text,true,false,draft,IDS.company_data.doc_no,,,
Document Date,Ngày công văn.,Date,true,false,draft,IDS.company_data.doc_date,,,
Document Summary,Trích yếu nội dung.,Text,true,false,draft,IDS.company_data.doc_summary,,,
Document Sign Date,Ngày ký văn bản.,Date,true,false,draft,IDS.company_data.doc_sign_date,,,
Submission Status Code,Trạng thái phê duyệt. ETL chỉ load APPROVED.,Classification Value,false,false,draft,IDS.company_data.news_status_cd,Scheme: IDS_SUBMISSION_STATUS. Filter: news_status_cd = 'APPROVED'.,IDS_SUBMISSION_STATUS,news_status_cd = 'APPROVED'
Report Year,Năm báo cáo tài chính.,Small Counter,true,false,draft,IDS.company_data.report_year,,,
Report Quarter,Quý báo cáo tài chính.,Small Counter,true,false,draft,IDS.company_data.report_quarter,,,
Report Month,Tháng báo cáo.,Small Counter,true,false,draft,IDS.company_data.report_month,,,
Submission Date,Ngày gửi duyệt.,Date,true,false,draft,IDS.company_data.submission_date,,,
Approval Date,Ngày phê duyệt.,Date,true,false,draft,IDS.company_data.approval_date,,,
Rejection Date,Ngày từ chối.,Date,true,false,draft,IDS.company_data.rejection_date,,,
Submission Deadline Date,Ngày deadline nộp.,Date,true,false,draft,IDS.company_data.submission_deadline_date,,,
Overdue Days,Số ngày quá hạn (0=đúng hạn; >0=quá hạn x ngày).,Small Counter,true,false,draft,IDS.company_data.overdue_days,,,
Has Digital Signature Flag,File đính kèm có chữ ký số.,Boolean,true,false,draft,IDS.company_data.digital_signature_flg,,,
Created By Login Name,Người tạo (login_name).,Text,true,false,draft,IDS.company_data.created_by,Denormalized — logins là bảng hệ thống out-of-scope.,,
Created Timestamp,Ngày tạo.,Timestamp,true,false,draft,IDS.company_data.created_date,,,
Last Updated By Login Name,Người sửa (login_name).,Text,true,false,draft,IDS.company_data.last_updated_by,Denormalized — logins là bảng hệ thống out-of-scope.,,
Last Updated Timestamp,Ngày sửa.,Timestamp,true,false,draft,IDS.company_data.last_updated_date,,,
