attribute_name,description,data_domain,nullable,is_primary_key,status,source_columns,comment,classification_context,etl_derived_value
Abnormal Trading Report Id,Khóa đại diện cho báo cáo giao dịch bất thường.,Surrogate Key,false,true,draft,,,,
Abnormal Trading Report Code,Mã báo cáo. BK.,Text,false,false,draft,GSGD.abnormal_report.report_code,BK chính.,,
Source System Code,Mã nguồn dữ liệu.,Classification Value,false,false,draft,,,SOURCE_SYSTEM=GSGD.abnormal_report,
Report Name,Tên báo cáo.,Text,true,false,draft,GSGD.abnormal_report.report_name,,,
Report Type Code,Loại báo cáo bất thường.,Classification Value,true,false,draft,GSGD.abnormal_report.report_type,Scheme: GSGD_ABNORMAL_REPORT_TYPE.,GSGD_ABNORMAL_REPORT_TYPE,
Period Type Code,Loại kỳ báo cáo.,Classification Value,true,false,draft,GSGD.abnormal_report.period_type,Scheme: GSGD_PERIOD_TYPE.,GSGD_PERIOD_TYPE,
Period Value,Giá trị kỳ báo cáo (ví dụ: tháng 1 = 1).,Text,true,false,draft,GSGD.abnormal_report.period_value,,,
Period Year,Năm kỳ báo cáo.,Small Counter,true,false,draft,GSGD.abnormal_report.period_year,,,
Submitter Type Code,Loại người nộp (Tổ chức / Cá nhân).,Classification Value,true,false,draft,GSGD.abnormal_report.submitter_type,Scheme: GSGD_SUBMITTER_TYPE.,GSGD_SUBMITTER_TYPE,
Submitter Id,Mã người/tổ chức nộp báo cáo. Denormalized — không có FK tường minh đến entity Atomic.,Text,true,false,draft,GSGD.abnormal_report.submitter_id,Pending: cần mapping tường minh đến Securities Company hoặc entity khác.,,
Submitter Name,Tên người/tổ chức nộp báo cáo.,Text,true,false,draft,GSGD.abnormal_report.submitter_name,,,
Submission Date,Ngày nộp báo cáo.,Date,true,false,draft,GSGD.abnormal_report.submission_date,,,
Approval Status Code,"Trạng thái: 0=Chờ duyệt, 1=Đã duyệt, 2=Từ chối, 3=Yêu cầu nộp lại.",Classification Value,true,false,draft,GSGD.abnormal_report.approval_status,Scheme: GSGD_APPROVAL_STATUS.,GSGD_APPROVAL_STATUS,
Approval Date,Ngày duyệt báo cáo.,Date,true,false,draft,GSGD.abnormal_report.approval_date,,,
Approver,Người duyệt.,Text,true,false,draft,GSGD.abnormal_report.approver,,,
Rejection Reason,Lý do từ chối.,Text,true,false,draft,GSGD.abnormal_report.rejection_reason,,,
