kpi_id,tab,nhom,kpi_name,tinh_chat,source_module,mart_table,mart_column,column_role,logic,ghi_chu
K_FMS_1,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Quỹ đầu tư chứng khoán,Base,FMS,Fact Fund Management Company Snapshot,Investment Fund Count,MEASURE,SELECT Investment_Fund_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),COUNT db ← FMS.FUNDS
K_FMS_1,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Quỹ đầu tư chứng khoán,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_2,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Hợp đồng ủy thác quản lý danh mục,Base,FMS,Fact Fund Management Company Snapshot,Total Discretionary Contract Count,MEASURE,SELECT Total_Discretionary_Contract_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),COUNT db ← FMS.INVESACC
K_FMS_2,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Hợp đồng ủy thác quản lý danh mục,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_3,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Tổng giá trị tài sản quản lý (AUM),Base,FMS,Fact Fund Management Company Snapshot,Total AUM Amount,MEASURE,SUM(Total_AUM_Amount) WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),PENDING O_FMS_1: cell code AUM BC tình hình HĐ chưa profile
K_FMS_3,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Tổng giá trị tài sản quản lý (AUM),Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_4,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,CTQLQ đang hoạt động,Base,FMS,Fact Fund Management Company Snapshot,Active Company Count,MEASURE,SELECT Active_Company_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),COUNT db ← FMS.SECURITIES WHERE Life_Cycle_Status = đang HĐ
K_FMS_4,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,CTQLQ đang hoạt động,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_5,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Văn phòng đại diện CTQLQ NN tại VN,Base,FMS,Fact Fund Management Company Snapshot,Foreign Org Unit Rep Office Count,MEASURE,SELECT Foreign_Org_Unit_Rep_Office_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),PENDING O_FMS_7: chờ xác nhận phân biệt VPĐD/CN từ FMS.FORBRCH
K_FMS_5,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Văn phòng đại diện CTQLQ NN tại VN,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_6,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Đại lý phân phối CCQ,Base,FMS,Fact Fund Management Company Snapshot,Distribution Agent Count,MEASURE,SELECT Distribution_Agent_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),COUNT db ← FMS.AGENCIES
K_FMS_6,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Đại lý phân phối CCQ,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_7,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Chi nhánh CTQLQ NN tại VN,Base,FMS,Fact Fund Management Company Snapshot,Foreign Org Unit Branch Count,MEASURE,SELECT Foreign_Org_Unit_Branch_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),PENDING O_FMS_7: chờ xác nhận phân biệt VPĐD/CN từ FMS.FORBRCH
K_FMS_7,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Chi nhánh CTQLQ NN tại VN,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_8,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Quỹ hưu trí,Base,FMS,Fact Fund Management Company Snapshot,Retirement Fund Count,MEASURE,SELECT Retirement_Fund_Count WHERE Snapshot_Date_Dimension_Id = last_day(selected_month),PENDING O_FMS_10: chờ profile Fund_Type_Code = Quỹ hưu trí
K_FMS_8,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Quỹ hưu trí,Base,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,FILTER,Snapshot_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_9,TỔNG QUAN CTQLQ,Nhóm 1 — Thống kê chung,Tháng,Chiều,FMS,Fact Fund Management Company Snapshot,Snapshot Date Dimension Id,SLICER,"GROUP BY Calendar_Date_Dimension.Year, Calendar_Date_Dimension.Month",Slicer tháng/năm
K_FMS_10,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Tổng số lượng HĐ UTDM,Base,FMS,Fact Discretionary Investment Contract Snapshot,Total Contract Count,MEASURE,SUM(Total Contract Count) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_10,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Tổng số lượng HĐ UTDM,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_11,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Số lượng HĐ UTDM cá nhân,Base,FMS,Fact Discretionary Investment Contract Snapshot,Individual Contract Count,MEASURE,SUM(Individual Contract Count) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_11,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Số lượng HĐ UTDM cá nhân,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_12,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Số lượng HĐ UTDM tổ chức,Base,FMS,Fact Discretionary Investment Contract Snapshot,Organization Contract Count,MEASURE,SUM(Organization Contract Count) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_12,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Số lượng HĐ UTDM tổ chức,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_13,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Tổng GTTT UTDM,Base,FMS,Fact Discretionary Investment Contract Snapshot,Total Trust Market Value,MEASURE,SUM(Total Trust Market Value) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_13,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,Tổng GTTT UTDM,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_14,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,GTTT UTDM cá nhân,Base,FMS,Fact Discretionary Investment Contract Snapshot,Individual Trust Market Value,MEASURE,SUM(Individual Trust Market Value) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_14,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,GTTT UTDM cá nhân,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
K_FMS_15,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,GTTT UTDM tổ chức,Base,FMS,Fact Discretionary Investment Contract Snapshot,Organization Trust Market Value,MEASURE,SUM(Organization Trust Market Value) WHERE Report_Date_Dimension_Id = selected_date,PENDING O_FMS_1: cell code BC chưa profile
K_FMS_15,TỔNG QUAN CTQLQ,Nhóm 2 — Số liệu hợp đồng ủy thác danh mục,GTTT UTDM tổ chức,Base,FMS,Fact Discretionary Investment Contract Snapshot,Report Date Dimension Id,FILTER,Report_Date_Dimension_Id = Calendar_Date_Dimension.Date = last_day(selected_month),
